type,text
本文,この捕物帖はたいがい五段からできています。
本文,第一段は虎之介が海舟を訪ねて事件の説明にかかること。
本文,（但し、この段は省くことがある。
本文,）第二段は事件の説明。
本文,第三段は海舟が推理のこと。
本文,第四段は新十郎が犯人を見つけだすこと。
本文,第五段は海舟が負け惜しみを云うこと。
本文,以上のうち第二段がほぼ全体の六分の五をしめ、全部が六十枚なら、この段に五十枚、他は全部を合せても十枚ぐらいで、これが解決です。
本文,捕物帖のことですから決して厳密な推理小説ではありませんが、捕物帖としては特に推理に重点をおき、一応第二段に推理のタネはそろえておきますから、お慰みに、推理しながら読んでいただいたら退屈しのぎになるかも知れません。
本文,作者はそんなツモリでこの捕物帖をかいているのです。
本文,第三段の海舟が心眼を用いるところで雑誌をふせて一服しながら推理することに願います。
本文,海舟は毎々七分通り失敗することになっていますが、今までの探偵小説では、偉い探偵の相棒にトンマな探偵が現れて大マチガイの推理をはたらかせて、あんまりバカすぎたようです。
本文,よんでいる方でも、自分の推理が当らないと、トンマな探偵氏と同じようなトンマに見えて自分がイヤになるのが通例ですが、海舟という明治きっての大頭脳が失敗するのですから、この捕物帖の読者は推理が狂っても、オレもマンザラでないなと一安心していただけるでしょう。
本文,そこでメデタシ、メデタシ、というのが、この捕物帖です。
