,type,text,logit_score,pred_score
0,本文,一、午后の授業,0.0,0.0
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,-1.1719263792037964,-0.5085942149162292
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,0.0,0.0
3,本文,カムパネルラが手をあげました。,0.0,0.0
4,本文,それから四五人手をあげました。,0.0,0.0
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,-2.07533597946167,-0.821106493473053
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,-1.1947834491729736,-0.6051786541938782
7,本文,ところが先生は早くもそれを見附けたのでした。,0.0,0.0
8,本文,「ジョバンニさん。,0.0,0.0
9,本文,あなたはわかっているのでしょう。」,0.0,0.0
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,-1.957322359085083,-0.7877172231674194
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,2.5643773078918457,0.9352667927742004
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,-2.5331225395202637,-0.900862455368042
13,本文,先生がまた云いました。,0.0,0.0
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,0.0,0.0
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,0.0,0.0
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,0.0,0.0
17,本文,「ではカムパネルラさん。,0.0,0.0
18,本文,」と名指しました。,0.0,0.0
19,本文,するとあんなに元気に手をあげたカムパネルラが、やはりもじもじ立ち上ったままやはり答えができませんでした。,-2.160236358642578,-0.8648570775985718
20,本文,先生は意外なようにしばらくじっとカムパネルラを見ていましたが、急いで「では。,0.0,0.0
21,本文,よし。,0.0,0.0
22,本文,」と云いながら、自分で星図を指しました。,0.0,0.0
23,本文,「このぼんやりと白い銀河を大きないい望遠鏡で見ますと、もうたくさんの小さな星に見えるのです。,0.0,0.0
24,本文,ジョバンニさんそうでしょう。」,0.0,0.0
25,本文,ジョバンニはまっ赤になってうなずきました。,0.0,0.0
