,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,一、午后の授業,1.4407113790512085,0.8452708125114441,0.0,0.0,NEUTRAL
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,1.1719263792037964,0.5085942149162292,-1.1719263792037964,-0.5085942149162292,NEGATIVE
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,1.3196380138397217,0.7457451224327087,0.0,0.0,NEUTRAL
3,本文,カムパネルラが手をあげました。,1.5949857234954834,0.82654869556427,0.0,0.0,NEUTRAL
4,本文,それから四五人手をあげました。,1.2623207569122314,0.7655470967292786,0.0,0.0,NEUTRAL
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,2.07533597946167,0.821106493473053,-2.07533597946167,-0.821106493473053,NEGATIVE
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,1.1947834491729736,0.6051786541938782,-1.1947834491729736,-0.6051786541938782,NEGATIVE
7,本文,ところが先生は早くもそれを見附けたのでした。,0.5407744646072388,0.46808090806007385,0.0,0.0,NEUTRAL
8,本文,「ジョバンニさん。,2.159376621246338,0.9288988709449768,0.0,0.0,NEUTRAL
9,本文,あなたはわかっているのでしょう。」,1.3491110801696777,0.6539015173912048,0.0,0.0,NEUTRAL
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,1.957322359085083,0.7877172231674194,-1.957322359085083,-0.7877172231674194,NEGATIVE
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,2.5643773078918457,0.9352667927742004,2.5643773078918457,0.9352667927742004,POSITIVE
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,2.5331225395202637,0.900862455368042,-2.5331225395202637,-0.900862455368042,NEGATIVE
13,本文,先生がまた云いました。,1.218557596206665,0.652571976184845,0.0,0.0,NEUTRAL
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,1.9279601573944092,0.8988162279129028,0.0,0.0,NEUTRAL
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,0.9166502952575684,0.49617791175842285,0.0,0.0,NEUTRAL
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,1.0780771970748901,0.7006543278694153,0.0,0.0,NEUTRAL
17,本文,「ではカムパネルラさん。,2.1142542362213135,0.925469160079956,0.0,0.0,NEUTRAL
18,本文,」と名指しました。,1.1426210403442383,0.5897672772407532,0.0,0.0,NEUTRAL
19,本文,するとあんなに元気に手をあげたカムパネルラが、やはりもじもじ立ち上ったままやはり答えができませんでした。,2.160236358642578,0.8648570775985718,-2.160236358642578,-0.8648570775985718,NEGATIVE
20,本文,先生は意外なようにしばらくじっとカムパネルラを見ていましたが、急いで「では。,1.5120582580566406,0.8250714540481567,0.0,0.0,NEUTRAL
21,本文,よし。,2.062199592590332,0.905647337436676,0.0,0.0,NEUTRAL
22,本文,」と云いながら、自分で星図を指しました。,1.5186687707901,0.8373108506202698,0.0,0.0,NEUTRAL
23,本文,「このぼんやりと白い銀河を大きないい望遠鏡で見ますと、もうたくさんの小さな星に見えるのです。,1.3861061334609985,0.7347691059112549,0.0,0.0,NEUTRAL
24,本文,ジョバンニさんそうでしょう。」,1.7769184112548828,0.8508478999137878,0.0,0.0,NEUTRAL
25,本文,ジョバンニはまっ赤になってうなずきました。,1.4867961406707764,0.7748706340789795,0.0,0.0,NEUTRAL
26,本文,けれどもいつかジョバンニの眼のなかには涙がいっぱいになりました。,0.7730555534362793,0.5239823460578918,0.0,0.0,NEUTRAL
27,本文,そうだ僕は知っていたのだ、勿論カムパネルラも知っている、それはいつかカムパネルラのお父さんの博士のうちでカムパネルラといっしょに読んだ雑誌のなかにあったのだ。,1.2536016702651978,0.7406517267227173,0.0,0.0,NEUTRAL
28,本文,それどこでなくカムパネルラは、その雑誌を読むと、すぐお父さんの書斎から巨きな本をもってきて、ぎんがというところをひろげ、まっ黒な頁いっぱいに白い点々のある美しい写真を二人でいつまでも見たのでした。,0.9435228109359741,0.5154018402099609,0.9435228109359741,0.5154018402099609,POSITIVE
29,本文,それをカムパネルラが忘れる筈もなかったのに、すぐに返事をしなかったのは、このごろぼくが、朝にも午后にも仕事がつらく、学校に出てももうみんなともはきはき遊ばず、カムパネルラともあんまり物を云わないようになったので、カムパネルラがそれを知って気の毒がってわざと返事をしなかったのだ、そう考えるとたまらないほど、じぶんもカムパネルラもあわれなような気がするのでした。,2.416327714920044,0.8903437852859497,-2.416327714920044,-0.8903437852859497,NEGATIVE
30,本文,先生はまた云いました。,1.2058804035186768,0.7096871733665466,0.0,0.0,NEUTRAL
31,本文,「ですからもしもこの天の川がほんとうに川だと考えるなら、その一つ一つの小さな星はみんなその川のそこの砂や砂利の粒にもあたるわけです。,1.2076557874679565,0.6963412165641785,0.0,0.0,NEUTRAL
32,本文,またこれを巨きな乳の流れと考えるならもっと天の川とよく似ています。,1.4599380493164062,0.7802985906600952,0.0,0.0,NEUTRAL
33,本文,つまりその星はみな、乳のなかにまるで細かにうかんでいる脂油の球にもあたるのです。,1.2700440883636475,0.7052769660949707,0.0,0.0,NEUTRAL
