,type,text,logit_score,pred_score
0,本文,ネルロとパトラッシュ――この二人はさびしい身の上同志でした。,-1.9219772815704346,-0.7747928500175476
1,本文,ふたりともこの世に頼るものなく取り残されたひとりぼっち同志ですから、その仲のいいことは言うまでもありません。,1.7626969814300537,0.7867578864097595
2,本文,いや、「仲がいい」くらいな言葉では言いあらわせません。,0.0,0.0
3,本文,兄弟でもこれほど愛し合っている者はまずないでしょう。,0.0,0.0
4,本文,ほんとにこれ以上の親しさはかんがえられないほどの間柄でした。,0.8361259698867798,0.5147408246994019
5,本文,しかも、ふたり、と言っても人間同志ではないのです。,0.0,0.0
6,本文,ネルロは、フランスとベルギーの境を流れるムーズ河の畔の田舎町アンデルスに生れた少年。,0.0,0.0
7,本文,パトラッシュは、フランダース産の大きな犬なのです。,0.0,0.0
8,本文,このふたりは、年数から言ったら、いわゆるおなじ年ですが、一方はまだあどけない子供ですのに、一方はすでに老犬の部類に入っています。,0.0,0.0
9,本文,ふたりが友達になったそもそものはじまりは、お互いに同情し合ったのがもとで、日を経るにしたがって、その気持はますます深まり、今ではもう切っても切れない親しさにむすびついてしまいました。,1.1332179307937622,0.6410295963287354
10,本文,村はずれの小さな小舎、それがふたりの家でした。,0.0,0.0
11,本文,この村というのは、ベルギーの首府アントワープから一里半ばかり離れたフランダースの一村落で、まわりには麦畑や牧場が広々とつらなっていて、その平野を貫ぬく大きな運河の岸には、ポプラや赤揚樹の長い並木が、そよそよ吹く微風にさえ枝をゆすぶっていました。,0.0,0.0
12,本文,村には家屋敷がおよそ二十ばかり、その鎧戸は、みんな明るい緑色か、青空そのままの色に塗られ、屋根は、多くは紅い薔薇色、または黒と白のまだらに塗られていました。,0.0,0.0
13,本文,壁は雪のように真白で、太陽に輝いている時は目がいたくなるほどでした。,0.0,0.0
14,本文,村の中央には、苔むした土手の上に風車がそびえ立っています。,0.0,0.0
15,本文,この風車はこの辺一帯の低地の目標ともなっているものでした。,0.0,0.0
16,本文,ずっとずっと昔、この風車は翼も何もかもすっかり真紅に塗られたこともありました。,0.0,0.0
17,本文,が今はもうその燃えるような赤い色も風雨にさらされて汚なく色あせてしまい、まわり具合も、よぼよぼのおじいさんのように、止ったり、動いたり、という有様になってしまいました。,-3.2268338203430176,-0.9750720262527466
18,本文,とは言えまだこの辺の人達の麦搗の役は充分足しています。,0.0,0.0
19,本文,この風車と向き合って古ぼけた小さな教会堂が建っています。,0.0,0.0
20,本文,その細長い塔の上の鐘は、朝に夕に、静かな、かなしげな音をひびかせるのでした。,0.0,0.0
21,本文,東北の方広々とした平野の彼方にはアントワープの旧教寺院の尖った塔が、そびえ立っているのが望まれました。,0.0,0.0
22,本文,平野にははてしもなくあおやかな穀物の畑がひろがって、まるで一面海のようでした。,0.0,0.0
23,本文,さて、その村はずれの小屋の主人というのは、大へん年とった、そして大へん貧乏で、ジェハン・ダアズというおじいさんでした。,0.0,0.0
24,本文,このおじいさんも、ずっと以前は軍人で、あのナポレオンの大軍がこのベルギーに攻め入って来た時には、戦いに出た経歴も持っています。,0.0,0.0
25,本文,しかもこのおじいさんが、その戦場から持ちかえったものとしては何一つなく、ただ、大きな傷を受けて、一生跛をひきずらねばならないことだけでした。,-2.813056707382202,-0.9553089737892151
26,本文,ジェハンじいさんが八十才になった時、じいさんの娘が、アンデルスというところで死に、二才になったばかりの男の子をおじいさんの手に残しました。,0.0,0.0
27,本文,自分一人の暮しさえやっとであるこの貧乏なおじいさんは、それでも愚痴一つこぼさず、この厄介者を引き受けました。,0.0,0.0
28,本文,そしてこの厄介者はじき、おじいさんにとって、可愛い、尊い、なくてはならない大切なものになってしまったのでした。,-1.2703698873519897,-0.7018915414810181
29,本文,その忘れがたみのネルロ――実の名はニコラスというのだが、それを可愛らしく呼んでネルロとしたのです――は、この上ないおじいさんの慰め手となって、この小さな小屋はほんとうに平和でした。,2.6059670448303223,0.9395764470100403
30,本文,小屋は粗末な掘っ立て小屋にすぎませんでしたが、おじいさんは、いつもきちんと片づけ、貝殻のように白く塗り立てて、まわりには、ささやかな豆や薬草や南瓜の畑をつくっていました。,0.0,0.0
31,本文,このおじいさんと孫とは、おそろしく貧乏で、全くなにも口にすることのできない日が幾日もあり、たとえどんなにうまく行った日でも、これで十分というほど食べられることなど決してありませんでした。,-1.8190032243728638,-0.8018667697906494
32,本文,ですから二人にとっては、これで腹一ぱいというだけ食べられれば、それがもう天国へ登ったほどありがたいことなのでした。,2.3664238452911377,0.9009873867034912
33,本文,しかしこんなに貧乏でも、おじいさんは親切でやさしく、孫のネルロも、嘘を言わない、無邪気な素直な心を持っていました。,0.7954300045967102,0.5806286334991455
34,本文,ふたりはもうほんのわずかなパンの皮とキャベツの葉っぱで満足して、その上はなんにも望みませんでした。,0.0,0.0
35,本文,ただ一つ、ねがいと言っては、犬のパトラッシュが、いつまでも側にいてくれればいい、と言うことだけでした。,0.8446565866470337,0.5737428665161133
36,本文,ほんとうにパトラッシュがいなかったら、今頃このおじいさんと孫はどうなっていたことでしょう。,0.0,0.0
37,本文,パトラッシュは彼等にとって全くなくてはならないものでした。,2.2506661415100098,0.9052131175994873
38,本文,この犬一ぴきが、彼等――老いぼれた不具者と頑是ない幼児――にとっては、ただ一人の稼ぎ人、ただ一人の友達、ただ一人の相談相手、杖とも柱ともたのむ、ただ一つの頼りなのでした。,0.0,0.0
39,本文,フランダースの犬は、一体に頭も四本の脚も大きく、耳は狼のようにぴんと立っていて、何代も何代も親ゆずりの荒い労働で鍛え上げたがっしりしたその足は、何れも外側にひらいてふんばっていて、見るからに異常な筋肉の発達を示しています。,0.0,0.0
40,本文,全くフランダースの犬は、親子代々、一生、はげしいむごたらしい労働にこきつかわれ、力つきて、ついには路上に血を吐いて行き倒れる、という運命を持っているのでした。,-2.1222853660583496,-0.7806618809700012
41,本文,そうした犬を両親にしてパトラッシュは生れました。,0.0,0.0
42,本文,彼は悪罵と鞭とに育てられ一疋前の犬となる前にすでに荷車を挽く擦傷のいたさと、頸環の苦しみを味いました。,-3.607553243637085,-0.9861732721328735
43,本文,彼は生れてやっと、一年たつやたたずで、もう、ある金物行商人の手に売られ、そこで、思い出すもおそろしい生活を強いられたのでした。,-2.8907010555267334,-0.9512392282485962
44,本文,その主人と言うのは、飲んだくれの情知らずで、食物などろくろく与えず、山のような荷をひかせ、絶え間なく鞭をふり下すのでした。,-2.22576904296875,-0.8639456629753113
45,本文,幸か不幸か、パトラッシュには力がうんとありました。,1.7899738550186157,0.7815908193588257
46,本文,根がこう言った残酷な労働をするように生れ落ち、慣らされて来た、鉄のような血統を受けているのですから、大抵の労働には、へたばることなく、したがって苦痛は増すばかりでした。,-3.424821376800537,-0.9829066395759583
47,本文,重荷、鞭、飢※これらの苦しみが、この憐れな犬の、その主人からもらうただ一つのお給金のようなもので、その他には何一つむくいられるものはありませんでした。,-0.8420440554618835,-0.6057325601577759
48,本文,こんな、地獄のような苦しみを、二年ばかりも堪えて来た後のある日のことでした。,-2.187462568283081,-0.9179588556289673
49,本文,その日パトラッシュは、いつもの通り、あの有名な画家ルーベンスが生れたアントワープの町に通ずる埃っぽい気持ちの悪い道を、あえぎあえぎ、車をひいて行きました。,0.0,0.0
50,本文,車には、鍋類、鉄皿、鉄瓶、バケツ、その他いろんな瀬戸物類、真鋳類、錫類などが山と積んでありました。,0.0,0.0
51,本文,丁度夏の真盛りでその暑さと言ったらありません。,0.0,0.0
52,本文,そうした中をパトラッシュは一日中何も食べずその上半日も水を口にしないのでした。,0.0,0.0
53,本文,パトラッシュは苦しげにあえぎました。,-2.8117005825042725,-0.9570905566215515
54,本文,けれども主人は知らぬ顔で、のっそりのっそりついて行くばかり、時たま犬の方を見るかとおもえば、すでに鞭は打ち下されて、その長い革ひもの先は、擦傷も露わな犬の腰にぐるぐると巻きつくのでした。,-2.1706087589263916,-0.8215781450271606
55,本文,金物屋は、道ばたに酒屋でもみつければ、忽ち入りこんでビールをひっかけるのでしたが、犬には、運河の水を一飲みするだけの暇さえ与えず、ただもう追い立てに追い立てて鞭をならすのでした。,-1.7050446271896362,-0.6318777203559875
56,本文,くわッと照りつける太陽に、焼けるように熱くなった道。,-2.729037284851074,-0.9237164258956909
57,本文,饑え切ってきりきりいたむ腹、かわき切ってひりひりいたむ喉、目は砂ぼこりでかすみ、腰に結びつけられた重荷の軛の情け容赦のない重さ。,-3.4990293979644775,-0.9888648986816406
58,本文,さすがのパトラッシュも、ぼっと気が遠くなり、生れて初めてよたよたとよろめいて、口から泡をふいて倒れてしまいました。,-2.2974679470062256,-0.8917907476425171
59,本文,これを見ると金物屋は、彼独特の気つけ薬をとり出しました。,0.0,0.0
60,本文,ああ、それは蹴ることでした。,0.0,0.0
61,本文,どなることでした。,0.0,0.0
62,本文,かたい樫の棒でなぐりつけることでした。,0.0,0.0
63,本文,しかし、どんなに蹴ってみても、どなってみても、なぐってみても、今度はもうパトラッシュには利目がありませんでした。,-2.7570559978485107,-0.9279873967170715
64,本文,彼は、ただもうぐったりと身動きもせず、白っぽい埃の中に横たわったきりでした。,-2.6911942958831787,-0.8943455219268799
