type,text
見出し,一
本文,「あッ危ねえ」
本文,銭形の平次は辛くも間に合いました。
本文,夜桜見物の帰りも絶えた、両国橋の中ほど、若い二人の袂を取って引戻したのは、本当に精一杯の仕事だったのです。
本文,「どうぞお見逃しを願います」
本文,「どっこい待ちな、――そんな身投げの極り文句なんか、素直に聞いちゃいられねえ」
本文,「死ななきゃならないわけがございます。
本文,どうぞ、親分」
本文,争う二人、平次は叩きのめすように、橋の欄干に押付けました。
本文,「頼むから静かにしてくれ。
本文,俺は横山町から駆け付けたんだ。
本文,息が切れてかなわねえ、――意見をするのが面倒臭くなると、二人を縛って欄干に晒し物にする気になるかも知れないぜ」
本文,「親分さん」
本文,「解ったよ。
本文,三百八十両の大金を巾着切りにやられて、主人への申し訳、言い交した女と一緒に、ドブンとやらかそうという筋だろう」
本文,「えッ」
本文,「お前は、増屋の養子徳之助、――こっちはお富というんだってね」
本文,「そういう親分さんは？」
本文,「神田の平次だ」
本文,「あッ、銭形の――」
本文,徳之助とお富は、死ぬはずの身を忘れて、町の家並に傾く桜月の薄明りの中に、江戸第一番の御用聞と言われた平次の顔を見直しました。
本文,「横山町の店からの使いで飛んで行ってみると、――一度店へ帰ったお前が、お富と牒し合せて飛出したという騒ぎの真っ最中だ。
本文,いずれは心中ものだろうと思ったが、永代へ行ったか両国へ行ったか、それとも向島へ遠っ走りをしたか見当がつかねえ、――ともかく、近間の両国へ駆け付けて、幸い間に合ったからいいようなものの、これが永代へでも伸された日にゃ、今頃は三途の川で夜桜を眺めているぜ、危ねえ話だ」
本文,そういう平次の言葉を聞いて、
本文,「…………」
本文,二人はゾッと襟をかき合せました。
本文,助けられた今になってみると、三途の川の夜桜が、あまり気味のいいものではなかったのです。
本文,「さア行こうぜ、――店じゃ皆さんも大心配だ。
本文,わけても増屋の旦那は、三百八十両のことも忘れて徳之助にもしもの事がなけりゃいいが――と居たり起ったり、神棚に灯明をあげたり、見るも気の毒なほどの気の揉みようだ」
本文,「申し訳もございません、――でも、私はこのまま店へ帰っては済まないことがございます」
本文,「はてネ」
本文,月明りのわずかに残る欄干に凭れたまま、徳之助は苦悶に打ちひしがれて、濡れでもしたように、しょんぼりと語り続けました。
本文,十三の年、親を喪った徳之助は、遠縁の増屋に引取られて養子分で、二十一まで働きましたが、増屋の主人三右衛門の慈愛が深まるにつれて、朋輩の嫉妬が激しく、三百八十両の大金を失っても、主人の三右衛門は許してくれるでしょうが、番頭手代は、決して腹の中では、許してくれないだろうと――こう言うのです。
本文,その上、今日まで内緒にしていた、お富との仲が、この心中騒ぎで一ぺんに知れたら、他の奉公人の手前、主人の三右衛門も、素直に許してはくれないかも解らず、いずれにしても、二人揃って増屋の敷居を跨ぐのは、どうも遠慮しなければならないように思われる、と言うのでした。
本文,「それは一応尤もだが、金は働いて返す折もあるだろうし、二人の仲は、いずれは知れずに済まねえだろう。
本文,店へ帰って、大恩ある主人に安心させるのが、何よりの孝行というものではないか」
本文,平次は口を酸っぱくして説き勧めますが、若くて一徹な二人は、心中の仕損ないの顔を、ノメノメと元の店へは持って行く気になりそうもありません。
本文,「それでは、私の父さんは、すぐそこの浜町に居ります。
本文,行って相談してみましょうか」
本文,お富はこう言うのです。
本文,漸く十九になったばかり、増屋の奉公人には相違ありませんが、女隠居の相手をしている可愛らしくも清らかな娘で、徳之助と並べると、歌舞伎芝居の道行を見るような、一種の情緒を醸し出さずにはいません。
本文,死出の晴着のつもりでしょう。
本文,薄化粧に、一張羅らしい銘仙を着て、赤い帯も、黒い髪も、水へも火へも飛込みそうな、純情無垢の象徴に見えて、平次の目には危なっかしくてならないのでした。
本文,「それはいいが、店では心配しているだろう」
本文,平次はまだ、増屋の大騒ぎが目に見えるような気がするのです。
本文,「親分――、横山町へは、あっしが一と走り行って来ますよ。
本文,二人を浜町へ連れて行っちゃどうでしょう」
本文,月の隈の中から、長い長い影法師を曳いて現れたのは、銭形平次の子分、ガラッ八の八五郎の忠実な姿でした。
見出し,二
本文,「父さん」
本文,「…………」
本文,「開けて下さいな、父さん」
本文,「誰だい」
本文,「私よ、父さん」
本文,お富はそっと入口の戸の隙間に顔を当てました。
本文,「どこの狐が化けて来やがったんだ、畜生」
本文,たまり兼ねて起出した様子、――火打鉄の音や、荒々しい足音にも、憤々たる怒りはよく判ります。
本文,プーンと匂う、硫黄付け木の匂い。
本文,「そんな事を言わないで、父さん」
本文,お富はやるせない様子でした。
本文,幾度も幾度も――徳之助がそのまま逃げ出しでもするのを惧れるように、――振返って後ろを見るのです。
本文,「お店から先刻番頭さんが来て、手前の不心得はみんな聞いてしまったぞ、馬鹿野郎。
本文,死ぬなら勝手に死ぬがいい、親にまで恥を掻かしやがって」
本文,そう言いながらも、内からガラリと戸を開けました。
本文,灯を背負った五十年配の屈強な親仁、左官の彦兵衛といえば、仕事のうまいよりは、頑固一徹なので界隈に知られた顔です。
本文,「父さん、そういわずに、相談に乗って上げて下さい、――私達は本当に死ぬつもりだったのを親分さんに助けられて――こうしてお父さんのところへ帰って来たんです」
本文,お富はそう言って、後ろに立った徳之助と、それから、銭形の平次を見やりました。
本文,「…………」
本文,娘の沈んだ声も、打萎れた様子も、彦兵衛の怒りを宥める由はなかったでしょう。
本文,「父さん」
本文,「主人の養子をそそのかして、三百八十両の大金を持出させるような、そんな娘を俺は持った覚えはねえ」
本文,「父さん、それは、違いますよ。
本文,三百八十両は巾着切りに取られ――」
本文,「黙らないか。
