type,text
本文,御宝蔵方になった小松益之助は、韮生の白石から高知の城下へ出て来て与えられた邸へ移った。
本文,その邸は元小谷政右衛門と云う穀物方の住んでいた処であったが、その小谷は同輩の嫉妬を受けて讒言せられ、その罪名は何であったか判らないが、敷物方と云うから何か己の出納していた職務のうえからであろう、とうとう切腹を命ぜられてその家財は皆没収せられ、その跡の邸は足軽などが住むようになっていたが、不思議なことがあると云って入る者も入る者もすぐ出てしまって、その時分は暫く空家になっていたのであった。
本文,そして、その邸に沿うた路は小谷横町と云って女や子供は夕方になると通らなかった。
本文,益之助は豪胆な男であった。
本文,年も三十前後、知人から怪しい噂を聞かされても笑っていた。
本文,彼は女房と二人暮しであった。
本文,二十日ばかりしても別に変ったこともなかった。
本文,「臆病者どもが、何を見て怖がったろう」
本文,某夜益之助は寝床へ入ってから、女房にこんなことを云って臆病な世間の人の噂を嘲笑った。
本文,と、がたりと云う大きな音が表庭の方でした。
本文,竹束か何かを投りだしたような音であった。
本文,風にものの落ちた音でもないし、また猫や犬の入って来てものに突き当った音でもなかった。
本文,「なんだろう」
本文,益之助は枕頭の刀架に掛けてある長い刀を執って、縁側に出て雨戸を開けた。
本文,微曇のした空に宵月が出てぼんやりした光が庭にあった。
本文,庭の中程と思う処へ十本ばかりの物干竿が転がっていた。
本文,それは家の西側の簷下に何時も掛けてあるものであった。
本文,たしかに何人かが其処から持って来たものである。
本文,益之助は不思議に思った。
本文,そして、急に大きな声で笑いながら雨戸を閉めて奥の間へ引返した。
本文,「なにかありましたか」
本文,女房が聞いた。
本文,「なんでもないよ、物干竿が庭の中へ集まって来ている、何人かが持って来たろう」
本文,益之助は嘲笑いながら寝床へ入った。
本文,「おかしいではありませんか」
本文,「狸か何かだろう、そのうちには、豪い目に逢してやるぞ」
本文,朝になって女房が台所の方へ往った後で、益之助は何時ものように雨戸を開けたが、宵の物干竿のことが頭にあるので開けながら庭の方を見た。
本文,もう物干竿は影も形もなかった。
本文,「ほう」
本文,と、云って益之助は眼を※ったが、すぐ思い返して笑いだした。
本文,雨戸を開けてしまった後で、益之助は玄関からおりて家の西側へ廻ってみた。
本文,桃の木や柿の木が生えて、その嫩葉に出たばかりの朝陽が当っていた。
本文,簷下を見ると物干竿は平生のように釣るされていた。
本文,益之助はまた嘲笑った。
本文,朝飯の膳に向ったところで女房が物干竿のことを云いだした。
本文,女房もやっぱり気になっていたので、井戸の水を汲みながら家の西側の簷下を覗いていたのであった。
本文,「お庭の方に、まだ有りましょうか」
本文,「無い無い、あるもんか」
本文,益之助はこう云って大きな声で笑った。
本文,そして、飯が済むと平生のように藩庁へ出て往って夕方になって帰って来た。
本文,「なにも変ったことはなかったか」
本文,家には別に変ったことはなかった。
本文,その日の夕方から雨になって家の中は生温かかった。
本文,寝床へ入ると女房はまた物干竿のことを話しだした。
