,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,一,0.5752014517784119,0.5231135487556458,0.0,0.0,NEUTRAL
1,本文,雑嚢を肩からかけた勇吉は、日の暮れる時分漸く自分の村近く帰って来た。,0.6303801536560059,0.49738192558288574,0.6303801536560059,0.49738192558288574,POSITIVE
2,本文,村と言っても、其処に一軒此処に一軒という風にぽつぽつ家があるばかりで、内地のようにかたまって聚落を成してはいなかった。,1.0915422439575195,0.5789229869842529,0.0,0.0,NEUTRAL
3,本文,それに、家屋も掘立小屋見たいなものが多かった。,1.1079059839248657,0.69808030128479,0.0,0.0,NEUTRAL
4,本文,それは其処等にある木を伐り倒して、ぞんざいに板に引いて、丸太を柱にして、無造作に組合せたようなものばかりであった。,0.9817846417427063,0.6021376252174377,0.0,0.0,NEUTRAL
5,本文,勇吉も矢張りそういう家屋に住んでいた。,0.6833289265632629,0.5295639634132385,0.0,0.0,NEUTRAL
6,本文,「もう二年になる。」,0.7520425915718079,0.5523630380630493,0.7520425915718079,0.5523630380630493,POSITIVE
7,本文,勇吉はいつもそんな事を考えた。,1.0996206998825073,0.6779470443725586,0.0,0.0,NEUTRAL
8,本文,海岸に近い村に教鞭を執っていた時分は、それでもまだ生活に余裕があった。,1.4711867570877075,0.6686227917671204,0.0,0.0,NEUTRAL
9,本文,「何うせ、田舎に埋れた志だ。,0.3028254210948944,0.4167964458465576,0.0,0.0,NEUTRAL
10,本文,無邪気な子供を相手に暮して行くのが自分には相応わしい。,1.6116440296173096,0.6828575730323792,0.0,0.0,NEUTRAL
11,本文,」こう思って自から慰めた。,1.0008524656295776,0.5739424228668213,1.0008524656295776,0.5739424228668213,POSITIVE
12,本文,国から兄弟達が心配して送ってよこしたような妻は、かれがまだ海を越えて此地に渡って来ない前に一緒になったのであるが、かれはそれを伴れて彼方から此方へと漂泊して行った。,0.8332875370979309,0.5378097295761108,0.8332875370979309,0.5378097295761108,POSITIVE
13,本文,海岸の村に来るまでにも、かれは尠くとも四カ所の小学校を勤めて歩いた。,1.0483227968215942,0.6292027831077576,1.0483227968215942,0.6292027831077576,POSITIVE
14,本文,ある山の中では、自分一人きりで、十五、六人の児童を相手にのんきに暮した。,1.2086671590805054,0.6182252168655396,1.2086671590805054,0.6182252168655396,POSITIVE
