,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,一、午后の授業,1.7814936637878418,0.8866973519325256,0.0,0.0,NEUTRAL
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,1.0287418365478516,0.5867804884910583,0.0,0.0,NEUTRAL
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,0.991910994052887,0.5753164887428284,0.0,0.0,NEUTRAL
3,本文,カムパネルラが手をあげました。,1.4604153633117676,0.7324855923652649,0.0,0.0,NEUTRAL
4,本文,それから四五人手をあげました。,1.2618650197982788,0.7007425427436829,0.0,0.0,NEUTRAL
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,2.2207188606262207,0.8744695782661438,-2.2207188606262207,-0.8744695782661438,NEGATIVE
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,1.2680569887161255,0.6384709477424622,-1.2680569887161255,-0.6384709477424622,NEGATIVE
7,本文,ところが先生は早くもそれを見附けたのでした。,0.5684709548950195,0.5119921565055847,0.5684709548950195,0.5119921565055847,POSITIVE
8,本文,「ジョバンニさん。,2.3419995307922363,0.9522638916969299,0.0,0.0,NEUTRAL
9,本文,あなたはわかっているのでしょう。」,1.46882963180542,0.8665584325790405,0.0,0.0,NEUTRAL
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,2.7579150199890137,0.9534593820571899,-2.7579150199890137,-0.9534593820571899,NEGATIVE
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,2.830422878265381,0.958168625831604,2.830422878265381,0.958168625831604,POSITIVE
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,2.491354465484619,0.9340037703514099,-2.491354465484619,-0.9340037703514099,NEGATIVE
13,本文,先生がまた云いました。,1.5354297161102295,0.8414275050163269,0.0,0.0,NEUTRAL
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,2.2239058017730713,0.9609540700912476,0.0,0.0,NEUTRAL
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,1.6392076015472412,0.7642533779144287,-1.6392076015472412,-0.7642533779144287,NEGATIVE
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,0.9882025122642517,0.7286901473999023,0.0,0.0,NEUTRAL
17,本文,「ではカムパネルラさん。,2.2107534408569336,0.9450973868370056,0.0,0.0,NEUTRAL
