,type,text,logit_score,pred_score
0,本文,この話が私の夢か私の一時的狂気の幻でなかったならば、あの押絵と旅をしていた男こそ狂人であったに相違ない。だが、夢が時として、どこかこの世界と喰違った別の世界を、チラリと覗かせてくれる様に、又狂人が、我々の全く感じ得ぬ物事を見たり聞いたりすると同じに、これは私が、不可思議な大気のレンズ仕掛けを通して、一刹那、この世の視野の外にある、別の世界の一隅を、ふと隙見したのであったかも知れない。,0.0,0.0
1,本文,いつとも知れぬ、ある暖かい薄曇った日のことである。その時、私は態々魚津へ蜃気楼を見に出掛けた帰り途であった。,-1.4391053915023804,-0.6891173124313354
2,本文,私がこの話をすると、時々、お前は魚津なんかへ行ったことはないじゃないかと、親しい友達に突っ込まれることがある。そう云われて見ると、私は何時の何日に魚津へ行ったのだと、ハッキリ証拠を示すことが出来ぬ。,-2.457914352416992,-0.9404019117355347
3,本文,それではやっぱり夢であったのか。だが私は嘗て、あのように濃厚な色彩を持った夢を見たことがない。,0.0,0.0
4,本文,夢の中の景色は、映画と同じに、全く色彩を伴わぬものであるのに、あの折の汽車の中の景色丈けは、それもあの毒々しい押絵の画面が中心になって、紫と臙脂の勝た色彩で、まるで蛇の眼の瞳孔の様に、生々しく私の記憶に焼ついている。着色映画の夢というものがあるのであろうか。,0.0,0.0
5,本文,私はその時、生れて初めて蜃気楼というものを見た。蛤の息の中に美しい龍宮城の浮んでいる、あの古風な絵を想像していた私は、本物の蜃気楼を見て、膏汗のにじむ様な、恐怖に近い驚きに撃たれた。,-1.6666463613510132,-0.8801125288009644
6,本文,魚津の浜の松並木に豆粒の様な人間がウジャウジャと集まって、息を殺して、眼界一杯の大空と海面とを眺めていた。私はあんな静かな、唖の様にだまっている海を見たことがない。,-0.6720567941665649,-0.5822637677192688
7,本文,日本海は荒海と思い込んでいた私には、それもひどく意外であった。その海は、灰色で、全く小波一つなく、無限の彼方にまで打続く沼かと思われた。,0.0,0.0
8,本文,そして、太平洋の海の様に、水平線はなくて、海と空とは、同じ灰色に溶け合い、厚さの知れぬ靄に覆いつくされた感じであった。空だとばかり思っていた、上部の靄の中を、案外にもそこが海面であって、フワフワと幽霊の様な、大きな白帆が滑って行ったりした。,0.0,0.0
9,本文,蜃気楼とは、乳色のフィルムの表面に墨汁をたらして、それが自然にジワジワとにじんで行くのを、途方もなく巨大な映画にして、大空に映し出した様なものであった。遙かな能登半島の森林が、喰違った大気の変形レンズを通して、すぐ目の前の大空に、焦点のよく合わぬ顕微鏡の下の黒い虫みたいに、曖昧に、しかも馬鹿馬鹿しく拡大されて、見る者の頭上におしかぶさって来るのであった。,0.0,0.0
10,本文,それは、妙な形の黒雲と似ていたけれど、黒雲なればその所在がハッキリ分っているに反し、蜃気楼は、不思議にも、それと見る者との距離が非常に曖昧なのだ。遠くの海上に漂う大入道の様でもあり、ともすれば、眼前一尺に迫る異形の靄かと見え、はては、見る者の角膜の表面に、ポッツリと浮んだ、一点の曇りの様にさえ感じられた。,-1.134700894355774,-0.6605554819107056
11,本文,この距離の曖昧さが、蜃気楼に、想像以上の不気味な気違いめいた感じを与えるのだ。曖昧な形の、真黒な巨大な三角形が、塔の様に積重なって行ったり、またたく間にくずれたり、横に延びて長い汽車の様に走ったり、それが幾つかにくずれ、立並ぶ檜の梢と見えたり、じっと動かぬ様でいながら、いつとはなく、全く違った形に化けて行った。,-0.9245058298110962,-0.5178249478340149
12,本文,蜃気楼の魔力が、人間を気違いにするものであったなら、恐らく私は、少くとも帰り途の汽車の中までは、その魔力を逃れることが出来なかったのであろう。二時間の余も立ち尽して、大空の妖異を眺めていた私は、その夕方魚津を立って、汽車の中に一夜を過ごすまで、全く日常と異った気持でいたことは確である。,-1.4060691595077515,-0.8060847520828247
13,本文,若しかしたら、それは通り魔の様に、人間の心をかすめ冒す所の、一時的狂気の類ででもあったであろうか。魚津の駅から上野への汽車に乗ったのは、夕方の六時頃であった。,-1.8552550077438354,-0.8023112416267395
