,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,縁起でもない話だが、馬琴の随筆の中にあったのを、数年前から見つけてあったので、ここでそれを云ってみる。,1.2948191165924072,0.7614384889602661,0.0,0.0,NEUTRAL
1,本文,考証好きの馬琴は、その短い随筆の中でも、唐山には窮鬼と書くの、蘇東坡に送窮の詩があるの、また、窮鬼を耗とも青とも云うの、玄宗の夢にあらわれた鍾馗の劈いて啖った鬼は、その耗であるのと例の考証をやってから、その筆は「四方の赤」に走って、「近世、江戸牛天神の社のほとりに貧乏神の禿倉有けり。,0.7489016652107239,0.5746804475784302,0.0,0.0,NEUTRAL
2,本文,こは何某とかいいし御家人の、窮してせんかたなきままに、祭れるなりといい伝う。,0.6919828057289124,0.5475814938545227,0.0,0.0,NEUTRAL
3,本文,さるを何ものの所為にやありけん。,0.35604149103164673,0.4300359785556793,0.0,0.0,NEUTRAL
4,本文,その神体を盗とりて、禿倉のみ残れり」などと云っているが、屁のようなことにも倫理道徳をくっつける馬琴の筆にしては、同じ堅くるしい中にも軽い味がある。,1.1442965269088745,0.6989803314208984,0.0,0.0,NEUTRAL
5,本文,文政四年の夏であった。,1.045880913734436,0.6446138620376587,0.0,0.0,NEUTRAL
6,本文,番町に住む旗下の用人は、主家の費用をこしらえに、下総にある知行所に往っていた。,0.7071196436882019,0.5465694665908813,0.0,0.0,NEUTRAL
7,本文,五百石ばかりの禄米があって旗下としてはかなりな家柄である主家が、その数代不運続きでそれがために何時も知行所から無理な金をとり立ててあるので、とても今度は思うように調達ができまいと思った。,0.7658178210258484,0.5709909796714783,0.0,0.0,NEUTRAL
8,本文,その一方で用人は、村役人のしかめ面を眼前に浮べていた。,1.078107237815857,0.6643111705780029,0.0,0.0,NEUTRAL
9,本文,微曇のした蒸し暑い日で、青あおと続いた稲田の稲の葉がぴりりとも動かなかった。,0.761974036693573,0.52803635597229,0.0,0.0,NEUTRAL
10,本文,草加の宿が近くなったところで用人は己の傍を歩いている旅憎に気がついた。,0.7680784463882446,0.5212598443031311,0.0,0.0,NEUTRAL
11,本文,それは用人が歩き歩き火打石を打って火を出し、それで煙草を点けて一吸い吸いながらちょと己の右側を見た時であった。,0.9386718273162842,0.5648657083511353,0.9386718273162842,0.5648657083511353,POSITIVE
12,本文,旅憎は溷鼠染と云っている栲の古いどろどろしたような単衣を着て、頭に白菅の笠を被り、首に頭陀袋をかけていた。,0.928416907787323,0.6666463017463684,0.0,0.0,NEUTRAL
13,本文,年の比は四十過ぎであろう、痩せて頤の尖った顔は蒼黒く、眼は落ち窪んで青く光っていた。,1.263928771018982,0.7049018144607544,0.0,0.0,NEUTRAL
14,本文,この見すぼらしい姿を一眼見た用人は、気の毒と思うよりも寧ろ鬼魅が悪かった。,1.2598124742507935,0.7387805581092834,0.0,0.0,NEUTRAL
15,本文,と、旅僧の方では用人が煙草の火を点けたのを見ると、急いで頭陀袋の中へ手をやって、中から煙管と煙草を執り出し、それを煙管に詰めて用人の傍へ擦り寄って来た。,1.0386368036270142,0.6646712422370911,0.0,0.0,NEUTRAL
16,本文,「どうか火を貸しておくれ」,0.9030932784080505,0.4833725094795227,-0.9030932784080505,-0.4833725094795227,NEGATIVE
17,本文,用人は旅僧に傍へ寄られると臭いような気がするので、呼吸をしないようにして黙って煙管の雁首を出すと旅憎は舌を鳴らして吸いつけ、,0.781319797039032,0.5939406752586365,0.0,0.0,NEUTRAL
18,本文,「や、これはどうも」,0.4001529812812805,0.40580493211746216,0.0,0.0,NEUTRAL
19,本文,と、ちょっと頭をさげて二足三足歩いてから用人に話しかけた。,1.0565117597579956,0.6814588904380798,0.0,0.0,NEUTRAL
20,本文,「貴君は、これから何方へ往きなさる」,0.9470846652984619,0.5879204869270325,0.9470846652984619,0.5879204869270325,POSITIVE
21,本文,「下総の方へ、ね」,0.7889823913574219,0.547639787197113,0.0,0.0,NEUTRAL
22,本文,「ああ、下総」,0.6513916850090027,0.5118274092674255,0.0,0.0,NEUTRAL
23,本文,「貴僧は何方へ」,0.2514318823814392,0.38667094707489014,0.0,0.0,NEUTRAL
24,本文,「私は越谷へ往こうと思ってな」,0.8130484223365784,0.5665202736854553,0.0,0.0,NEUTRAL
25,本文,「何処からお出でになりました」,0.4210728704929352,0.45589080452919006,0.4210728704929352,0.45589080452919006,POSITIVE
26,本文,「私かね、私は番町の――の邸から来たものだ」,0.994083821773529,0.6561506390571594,0.0,0.0,NEUTRAL
27,本文,用人は驚いて眼を※った。,0.4824272394180298,0.45180246233940125,0.0,0.0,NEUTRAL
28,本文,旅僧の来たと云う邸は己の仕えている邸ではないか、用人はこの売僧奴、その邸から来た者が眼の前にいるに好くもそんな出まかせが云えたものだ、しかし待てよ、此奴はなにかためにするところがあって、主家の名を騙っているかも判らない、一つぎゅうと云う眼に逢わして置かないと、どんなことをして主家へ迷惑をかけるかも判らないと心で嘲笑って、その顔をじろりと見た。,0.6899603009223938,0.5171369314193726,0.0,0.0,NEUTRAL
29,本文,「――の邸、おかしなことを聞くもんだね」,0.5842077136039734,0.4901619553565979,0.0,0.0,NEUTRAL
30,本文,「何かありますかな」,1.576137900352478,0.7849580645561218,0.0,0.0,NEUTRAL
31,本文,旅僧は澄まして云って用人の顔を見返した。,0.6054030060768127,0.5340530872344971,0.0,0.0,NEUTRAL
32,本文,「ありますとも、私はその邸の者だが、お前さんに見覚えがないからね」,1.1445591449737549,0.6902709603309631,0.0,0.0,NEUTRAL
33,本文,用人は嘲ってその驚く顔を見ようとしたが旅僧は平気であった。,0.9429277181625366,0.6506503820419312,0.0,0.0,NEUTRAL
34,本文,「見覚えがないかも判らないよ」,1.2855385541915894,0.6657904386520386,0.0,0.0,NEUTRAL
35,本文,「おっと、待ってもらおうか、私は其処の用人だから、毎日詰めていない日はないが、この私が知らない人が、その邸にいる理がないよ、きっと邸の名前がちがっているのだろう」,0.9102776050567627,0.5995817184448242,0.0,0.0,NEUTRAL
36,本文,用人はまた嘲笑った。,0.6862841248512268,0.577247679233551,0.0,0.0,NEUTRAL
37,本文,「ところが違わない」,0.479178249835968,0.4398610591888428,0.0,0.0,NEUTRAL
38,本文,「違わないことがあるものか、ちがわないと云うなら、お前さんは、邸の名を騙る売僧じゃ」,1.6554186344146729,0.7678632140159607,-1.6554186344146729,-0.7678632140159607,NEGATIVE
39,本文,用人は憤りだした。,0.7134931087493896,0.46144694089889526,-0.7134931087493896,-0.46144694089889526,NEGATIVE
40,本文,「それはお前さんが私を知らないから、そう云うのだ、私は三代前から彼の邸にいるよ、彼の邸は何時も病人だらけで、先代二人は夭折している、おまえさんは譜代でないから、昔のことは知らないだろうが、彼の邸では、昔こんなこともあったよ――」,1.2311631441116333,0.6539448499679565,1.2311631441116333,0.6539448499679565,POSITIVE
41,本文,旅僧は用人の聞いている昔主家に起った事件をはじめとして、近比の事件まで手に執るようにくわしく話しだした。,1.2186814546585083,0.6335409879684448,1.2186814546585083,0.6335409879684448,POSITIVE
42,本文,用人は驚いて開いた口が塞がらなかった。,0.7550749182701111,0.5536132454872131,0.0,0.0,NEUTRAL
43,本文,「どうだね、お前さん、思いあたることがあるかね」,0.9163575768470764,0.5719847083091736,0.0,0.0,NEUTRAL
44,本文,旅僧はにやりと嘲笑を浮べながら煙草の吹殻を掌にころがして、煙管に新らしい煙草を詰めてそれを吸いつけ、,0.5958859920501709,0.4563939869403839,0.5958859920501709,0.4563939869403839,POSITIVE
45,本文,「寸分もちがっていないだろう、それでもちがうかね」,1.2564080953598022,0.7159252762794495,0.0,0.0,NEUTRAL
46,本文,「よくあってます」,1.5802522897720337,0.6984072327613831,1.5802522897720337,0.6984072327613831,POSITIVE
47,本文,用人は煙草の火の消えたのも忘れていた。,0.6956801414489746,0.4929274618625641,0.6956801414489746,0.4929274618625641,POSITIVE
48,本文,「あってるかね、そりゃあってるよ、毎日邸で見てるからね」,0.8732843399047852,0.6062959432601929,0.0,0.0,NEUTRAL
49,本文,用人は頭を傾げて旅僧が如何なる者であるかを考えようとした。,0.8566307425498962,0.6026616096496582,0.0,0.0,NEUTRAL
50,本文,「私が判るかね」,1.198290467262268,0.6496554613113403,0.0,0.0,NEUTRAL
51,本文,旅僧は嘲笑いを続けている。,0.549747884273529,0.4701351821422577,0.0,0.0,NEUTRAL
