,type,text,logit_score,pred_score
0,本文,御宝蔵方になった小松益之助は、韮生の白石から高知の城下へ出て来て与えられた邸へ移った。,0.0,0.0
1,本文,その邸は元小谷政右衛門と云う穀物方の住んでいた処であったが、その小谷は同輩の嫉妬を受けて讒言せられ、その罪名は何であったか判らないが、敷物方と云うから何か己の出納していた職務のうえからであろう、とうとう切腹を命ぜられてその家財は皆没収せられ、その跡の邸は足軽などが住むようになっていたが、不思議なことがあると云って入る者も入る者もすぐ出てしまって、その時分は暫く空家になっていたのであった。,-1.8033277988433838,-0.810846745967865
2,本文,そして、その邸に沿うた路は小谷横町と云って女や子供は夕方になると通らなかった。,0.0,0.0
3,本文,益之助は豪胆な男であった。,0.0,0.0
4,本文,年も三十前後、知人から怪しい噂を聞かされても笑っていた。,0.0,0.0
5,本文,彼は女房と二人暮しであった。,0.0,0.0
6,本文,二十日ばかりしても別に変ったこともなかった。,0.0,0.0
7,本文,「臆病者どもが、何を見て怖がったろう」,-2.3108508586883545,-0.9253297448158264
8,本文,某夜益之助は寝床へ入ってから、女房にこんなことを云って臆病な世間の人の噂を嘲笑った。,0.0,0.0
9,本文,と、がたりと云う大きな音が表庭の方でした。,0.0,0.0
10,本文,竹束か何かを投りだしたような音であった。,0.0,0.0
11,本文,風にものの落ちた音でもないし、また猫や犬の入って来てものに突き当った音でもなかった。,0.0,0.0
12,本文,「なんだろう」,0.0,0.0
13,本文,益之助は枕頭の刀架に掛けてある長い刀を執って、縁側に出て雨戸を開けた。,0.0,0.0
14,本文,微曇のした空に宵月が出てぼんやりした光が庭にあった。,0.0,0.0
15,本文,庭の中程と思う処へ十本ばかりの物干竿が転がっていた。,0.0,0.0
16,本文,それは家の西側の簷下に何時も掛けてあるものであった。,0.0,0.0
17,本文,たしかに何人かが其処から持って来たものである。,0.0,0.0
18,本文,益之助は不思議に思った。,0.0,0.0
19,本文,そして、急に大きな声で笑いながら雨戸を閉めて奥の間へ引返した。,0.0,0.0
20,本文,「なにかありましたか」,0.0,0.0
21,本文,女房が聞いた。,0.0,0.0
22,本文,「なんでもないよ、物干竿が庭の中へ集まって来ている、何人かが持って来たろう」,0.0,0.0
23,本文,益之助は嘲笑いながら寝床へ入った。,0.0,0.0
24,本文,「おかしいではありませんか」,-1.0118190050125122,-0.507748544216156
25,本文,「狸か何かだろう、そのうちには、豪い目に逢してやるぞ」,0.9710094928741455,0.6126216650009155
26,本文,朝になって女房が台所の方へ往った後で、益之助は何時ものように雨戸を開けたが、宵の物干竿のことが頭にあるので開けながら庭の方を見た。,0.0,0.0
27,本文,もう物干竿は影も形もなかった。,-1.3489552736282349,-0.7558921575546265
28,本文,「ほう」,0.0,0.0
29,本文,と、云って益之助は眼を※ったが、すぐ思い返して笑いだした。,1.3752225637435913,0.7647132873535156
30,本文,雨戸を開けてしまった後で、益之助は玄関からおりて家の西側へ廻ってみた。,0.0,0.0
31,本文,桃の木や柿の木が生えて、その嫩葉に出たばかりの朝陽が当っていた。,0.0,0.0
32,本文,簷下を見ると物干竿は平生のように釣るされていた。,0.0,0.0
33,本文,益之助はまた嘲笑った。,-1.3052947521209717,-0.7080554366111755
34,本文,朝飯の膳に向ったところで女房が物干竿のことを云いだした。,0.0,0.0
35,本文,女房もやっぱり気になっていたので、井戸の水を汲みながら家の西側の簷下を覗いていたのであった。,0.0,0.0
36,本文,「お庭の方に、まだ有りましょうか」,0.0,0.0
37,本文,「無い無い、あるもんか」,0.0,0.0
38,本文,益之助はこう云って大きな声で笑った。,1.640470266342163,0.8067697286605835
39,本文,そして、飯が済むと平生のように藩庁へ出て往って夕方になって帰って来た。,0.0,0.0
40,本文,「なにも変ったことはなかったか」,0.0,0.0
41,本文,家には別に変ったことはなかった。,0.0,0.0
42,本文,その日の夕方から雨になって家の中は生温かかった。,0.0,0.0
43,本文,寝床へ入ると女房はまた物干竿のことを話しだした。,0.0,0.0
44,本文,「なに、狸かなにかだろう」,0.0,0.0
45,本文,益之助はもう気にも留めていないと云う風にして、女房の詞になま返事をしていた。,0.0,0.0
46,本文,と、がたりと前夜のような物音がした。,0.0,0.0
47,本文,益之助は眼を開けた。,1.6460590362548828,0.8047757148742676
48,本文,「同じ音だな」,0.0,0.0
49,本文,こう云って耳を澄ましたがもう何の音もしない。,-2.1197004318237305,-0.8926228284835815
50,本文,「また物干竿でございましょうか」と、女房が云った。,0.0,0.0
51,本文,「そうだろう、またやったかな」,0.0,0.0
52,本文,益之助は渋しぶと身体を起して縁側に出て雨戸を開けた。,0.0,0.0
53,本文,雨に滲んだうす暗い月の光は、また庭の中ほどに置いてある二十本ばかりの竹を見せた。,0.0,0.0
54,本文,益之助はまた笑いだした。,1.6427326202392578,0.7861520051956177
55,本文,朝になって益之助は雨戸を繰りながら庭の方を見た。,0.0,0.0
56,本文,宵の竹は一本もなかった。,-1.9799906015396118,-0.8751259446144104
57,本文,竹の不思議はその夜にもまたあった。,0.0,0.0
58,本文,四日目の晩が来た。,0.0,0.0
59,本文,二人はまた寝床へ入って竹の音のするのを心待ちに待っていたが、幾等待っていても何の音もしなかった。,0.0,0.0
60,本文,「今晩は、やらないな」,0.0,0.0
61,本文,益之助はこんなことを云っていたが何時の間にか眠ってしまった。,0.0,0.0
62,本文,女房もうとうとして夢とも現とも判らない状態にあった。,-2.170450448989868,-0.9040676951408386
63,本文,何処かで女の声がした。,0.0,0.0
64,本文,「もし、もし、……もし」,0.0,0.0
65,本文,壮い女の呼吸づかいまで聞えるような気配がする。,1.1038931608200073,0.6140536665916443
66,本文,それは玄関前のようでもあれば表庭の方のようでもある。,0.0,0.0
67,本文,女房はふと夫に疑念を挟んだ。,-2.316495418548584,-0.8729761242866516
68,本文,時どき夫が同役の処へ往くと云って出かけて往って、夜おそく酒に酔って帰ることもあれば、何か面白いことでもあったように浮うきした調子でものを云いながら入って来ることもあった。,0.0,0.0
69,本文,もしかすると他に女があって、時どき先方へ往ったり、また女の方からも此方へ来て己の寝入るのを待って、竊に庭あたりで媾曳しているかも判らないと思いだした。,0.0,0.0
70,本文,と、物干竿のことも二人が媾曳の合図にしたことのような気になって来た。,0.0,0.0
71,本文,「もし、もし、もし、もし」,0.0,0.0
72,本文,外の女の温かな唇が見えるように思われた。,0.0,0.0
73,本文,どうしても夫の隠し女であると女房は思いだした。,-1.6511260271072388,-0.6865687966346741
74,本文,彼女はそっと起きて奥の便所へ往く方の縁側の雨戸を開けた。,0.0,0.0
75,本文,月の隠れた狭い庭に冷たい風が動いていた。,0.0,0.0
76,本文,彼女は裸足で家の東側を通って表庭へ往ってそっと簷下を覗いて見た。,0.0,0.0
77,本文,其処には何人もいなかった。,0.0,0.0
78,本文,彼女は庭を横切って竹垣に沿うて玄関の方へ眼をやった。,0.0,0.0
79,本文,色の白い痩ぎすな女が雨戸にくっつくようにして立っているのがぼんやり見えた。,0.0,0.0
80,本文,たしかに夫の隠し女である。,-2.170938730239868,-0.8728066682815552
81,本文,女房の眼は嫉妬に輝いた。,0.0,0.0
82,本文,彼女は耳門戸をつと開けた。,0.0,0.0
83,本文,女は跫音に驚いたように雨戸を離れた。,0.0,0.0
84,本文,赤い※な帯の端が女房の眼についた。,0.0,0.0
85,本文,「どなたでございます」,0.0,0.0
86,本文,女房は憎むべき女の顔を覗き込んだ。,0.0,0.0
87,本文,細面の眼の水みずした女であった。,-0.8316049575805664,-0.5262693166732788
88,本文,「……私は、私は」,0.0,0.0
89,本文,女の声は顫えた。,0.5621678829193115,0.5678197741508484
90,本文,「どなた様でございます、何か私共へ御用でございましょうか」,0.0,0.0
91,本文,女房は厚顔しい女を思うさま恥かしめてやろうと思った。,0.0,0.0
