type,text
本文,１
本文,天保元年正月五日、場所は浅草、日は午後、人の出盛る時刻であった。
本文,大道手品師の鬼小僧、傴僂で片眼で無類の醜男、一見すると五十歳ぐらい、その実年は二十歳なのであった。
本文,「浅草名物鬼小僧の手品、さあさあ遠慮なく見て行ってくれ。
本文,口を開いて見るは大馬鹿者、ゲラゲラ笑うはなお間抜け、渋面つくるは厭な奴、ちんと穏しく見る人にはこっちから褒美を出してやる。
本文,……まず初めは小手調べ、結んでも結べない手拭いの術、おおお立会誰でもいい、一本手拭いを貸してくんな」
本文,「おいよ」と一人の職人が、腰の手拭いをポンと投げた。
本文,「いやこいつア有難え、こう気前よく貸して貰うと、芸を演るにも演り可いってものだ。
本文,どうだい親方そのついでに一両がとこ貸してくれないか。
本文,アッハハハこいつア嘘だ！さて」と言うと鬼小僧は、手拭いを二三度打ち振ったが、
本文,「たった今借りたこの手拭い、種もなければ仕掛もねえ。
本文,さあこいつをこう結ぶ」
本文,云いながらヤンワリ結んだが、
本文,「おおお立会誰でもいい、片っ方の端を引っ張ってくんな」
本文,「よし来た」と云って飛び出して来たのは、この界隈の地廻りらしい。
本文,「それ引っ張るぜ、どうだどうだ」
本文,グイと引いたのが自ずと解けて、手拭いには結び玉が出来なかった。
本文,「小手調べはこれで済んだ。
本文,お次は本芸の水術だ。
本文,……ここに大きな盃洗がんある。
本文,盃洗の中へ水を注ぐ」
本文,こう云いながら鬼小僧は、足下に置いてあった盃洗を取り上げ、グイと左手で差し出した。
本文,それからこれも足元にあった、欠土瓶をヒョイと取り上げたが、ドクドクと水を注ぎ込んだ。
本文,「嘘も仕掛けもねえ真清水だ。
本文,観音様の手洗い水よ。
本文,さてこの中へ砂糖を入れる」
本文,懐中から紙包みを取り出した。
本文,「さあ誰でもいいちょっと来な。
本文,この砂糖を嘗めてくんな」
本文,「ああ俺らが嘗めてやろう」
本文,一人の丁稚が飛び出して来た。
本文,ペロリと嘗めたがニヤニヤ笑い、
本文,「やあ本当だ、甘え砂糖だ」
本文,「べらぼうめエ、あたりめエよ。
本文,辛え砂糖ってあるものか。
本文,……そこで砂糖を水へ入れる。
本文,と、出来るのは砂糖水。
本文,これじゃア一向くだらねえ。
本文,手品でも何でもありゃアしねえ。
本文,そこでグッと趣向を変え、素晴しい物を作ってみせる」
本文,パッと砂糖を投げ込んだ。
本文,と盃洗の水面から、一団の火焔が燃え立った。
本文,ドッと囃す見物の声、小銭がパラパラと投げられた。
本文,盃洗の水をザンブリと覆け、鬼小僧はひどく上機嫌、ニヤリニヤリと笑ったが、
本文,「さあ今度は何にしよう？うんそうだ鳥芸がいい。
本文,まず鳥籠から出すことにしよう」
本文,キッと空を見上げたが、頭上には裸体の大公孫樹が、枝を参差と差し出していた。
本文,「おお太夫さん下りておいで。
本文,お客様方がお待ちかねだ」
本文,こう云って招くような手附をした。
本文,と、公孫樹の頂上から、何やらスーッと下りて来た。
本文,それは小さな鳥籠であった。
本文,誰が鳥籠を下ろしたんだろう？それでは高い公孫樹の梢に、鬼小僧の仲間でもいるのだろうか？それに洵に不思議なのは鳥籠を支えている縄がない。
本文,鳥籠は宙にういていた。
本文,これには見物も吃驚した。
本文,ワーッと拍手喝采が起こった。
本文,鳥籠はスルスルと下りて来た。
本文,しかし下り切りはしなかった。
本文,地上から大方一丈の宙で急に鳥籠は止まってしまった。
本文,「あっ」と驚いたのは見物ではなくて、太夫の鬼小僧自身であった。
本文,「どうしたんだい、驚いたなあ」
本文,呟いた途端に見物の中から、
本文,「小僧、取れるなら取ってみろ！」
本文,嘲るような声がした。
本文,２
本文,鬼小僧はギョッと驚いて、声のした方へ眼をやった。
本文,鶴髪白髯長身痩躯、眼に不思議な光を宿し、唇に苦笑を漂わせた、神々しくもあれば凄くもある、一人の老人が立っていた。
本文,地に突いたは自然木の杖、その上へ両手を重ねて載せ、その甲の上へ頤をもたせ、及び腰をした様子には、一種の気高さと鬼気とがあった。
本文,「小僧」と老人は教えるように云った。
本文,「手品などとは勿体無い。
本文,それは『形学』というべきものだ。
本文,どこで学んだか知らないが、ある程度までは達している。
本文,しかしまだまだ至境には遠い。
本文,それに大道で商うとは、若いとはいえ不埒千万、しかし食うための商売とあれば、強いて咎めるにもあたるまい。
本文,……とまれお前には見所がある。
本文,志があったら訪ねて来い。
本文,少し手を執って教えてやろう」
本文,老人はスッと背を延ばした。
本文,「重巌に我卜居す、鳥道人跡を絶つ、庭際何の得る所ぞ、白雲幽石を抱く……俺の住居は雲州の庭だ」
本文,老人は飄然と立ち去った。
本文,つづいてバラバラと見物が散り、間もなく暮色が逼って来た。
本文,腕を組んだ鬼小僧、考え込まざるを得なかった。
本文,「驚いたなあ」と嘆息した。
本文,「ズバリと見抜いて了やアがった。
本文,全体どういう爺だろう？謎のような事を云やアがった。
本文,俺の住居は雲州の庭だ。
本文,からきしこれじゃア見当がつかねえ。
本文,雲州の庭？雲州の庭？どうも見当がつかねえなあ。
本文,……」
本文,「どうしたのだよ、え、鬼公！変に茫然しているじゃアないか」
本文,背後で優しく呼ぶ声がした。
本文,「さあ一緒に帰ろうよ」
本文,「うん、お杉坊か、さあ帰ろう」
本文,こうは云ったが鬼小僧は、身動き一つしなかった。
本文,お杉は驚いてじっと見た。
本文,黒襟の衣装に赤前垂、麻形の帯を結んでいた。
本文,驚くばかりのその美貌、錦絵から抜け出した女形のようだ。
本文,笠森お仙、公孫樹のお藤、これは安永の代表的美人、しかしもうそれは過去の女で、この時代ではこのお杉が、一枚看板となっていた。
