,type,text,logit_score,pred_score
0,本文,この話が私の夢か私の一時的狂気の幻でなかったならば、あの押絵と旅をしていた男こそ狂人であったに相違ない。,-5.756956100463867,-0.9848846197128296
1,本文,だが、夢が時として、どこかこの世界と喰違った別の世界を、チラリと覗かせてくれる様に、又狂人が、我々の全く感じ得ぬ物事を見たり聞いたりすると同じに、これは私が、不可思議な大気のレンズ仕掛けを通して、一刹那、この世の視野の外にある、別の世界の一隅を、ふと隙見したのであったかも知れない。,0.0,0.0
2,本文,いつとも知れぬ、ある暖かい薄曇った日のことである。,-6.772874355316162,-0.9981878399848938
3,本文,その時、私は態々魚津へ蜃気楼を見に出掛けた帰り途であった。,0.0,0.0
4,本文,私がこの話をすると、時々、お前は魚津なんかへ行ったことはないじゃないかと、親しい友達に突っ込まれることがある。,4.407811164855957,0.6253092288970947
5,本文,そう云われて見ると、私は何時の何日に魚津へ行ったのだと、ハッキリ証拠を示すことが出来ぬ。,-9.231531143188477,-0.9999957084655762
6,本文,それではやっぱり夢であったのか。,7.976657867431641,0.9997978806495667
7,本文,だが私は嘗て、あのように濃厚な色彩を持った夢を見たことがない。,0.0,0.0
8,本文,夢の中の景色は、映画と同じに、全く色彩を伴わぬものであるのに、あの折の汽車の中の景色丈けは、それもあの毒々しい押絵の画面が中心になって、紫と臙脂の勝た色彩で、まるで蛇の眼の瞳孔の様に、生々しく私の記憶に焼ついている。,6.538759231567383,0.999762237071991
9,本文,着色映画の夢というものがあるのであろうか。,-7.4793314933776855,-0.9999262094497681
10,本文,私はその時、生れて初めて蜃気楼というものを見た。,3.1980161666870117,0.604856550693512
11,本文,蛤の息の中に美しい龍宮城の浮んでいる、あの古風な絵を想像していた私は、本物の蜃気楼を見て、膏汗のにじむ様な、恐怖に近い驚きに撃たれた。,8.277239799499512,0.9999935626983643
12,本文,魚津の浜の松並木に豆粒の様な人間がウジャウジャと集まって、息を殺して、眼界一杯の大空と海面とを眺めていた。,9.024486541748047,0.9999794960021973
13,本文,私はあんな静かな、唖の様にだまっている海を見たことがない。,7.4252777099609375,0.9999669790267944
14,本文,日本海は荒海と思い込んでいた私には、それもひどく意外であった。,0.0,0.0
15,本文,その海は、灰色で、全く小波一つなく、無限の彼方にまで打続く沼かと思われた。,-7.421889305114746,-0.9999569654464722
16,本文,そして、太平洋の海の様に、水平線はなくて、海と空とは、同じ灰色に溶け合い、厚さの知れぬ靄に覆いつくされた感じであった。,-3.2807693481445312,-0.9125992655754089
17,本文,空だとばかり思っていた、上部の靄の中を、案外にもそこが海面であって、フワフワと幽霊の様な、大きな白帆が滑って行ったりした。,-8.865599632263184,-0.9999438524246216
18,本文,蜃気楼とは、乳色のフィルムの表面に墨汁をたらして、それが自然にジワジワとにじんで行くのを、途方もなく巨大な映画にして、大空に映し出した様なものであった。,3.271899938583374,0.9285539984703064
19,本文,遙かな能登半島の森林が、喰違った大気の変形レンズを通して、すぐ目の前の大空に、焦点のよく合わぬ顕微鏡の下の黒い虫みたいに、曖昧に、しかも馬鹿馬鹿しく拡大されて、見る者の頭上におしかぶさって来るのであった。,-9.096244812011719,-0.9999971389770508
20,本文,それは、妙な形の黒雲と似ていたけれど、黒雲なればその所在がハッキリ分っているに反し、蜃気楼は、不思議にも、それと見る者との距離が非常に曖昧なのだ。,0.0,0.0
21,本文,遠くの海上に漂う大入道の様でもあり、ともすれば、眼前一尺に迫る異形の靄かと見え、はては、見る者の角膜の表面に、ポッツリと浮んだ、一点の曇りの様にさえ感じられた。,-8.917993545532227,-0.9999954700469971
22,本文,この距離の曖昧さが、蜃気楼に、想像以上の不気味な気違いめいた感じを与えるのだ。,0.0,0.0
23,本文,曖昧な形の、真黒な巨大な三角形が、塔の様に積重なって行ったり、またたく間にくずれたり、横に延びて長い汽車の様に走ったり、それが幾つかにくずれ、立並ぶ檜の梢と見えたり、じっと動かぬ様でいながら、いつとはなく、全く違った形に化けて行った。,-9.368953704833984,-0.9999982118606567
24,本文,蜃気楼の魔力が、人間を気違いにするものであったなら、恐らく私は、少くとも帰り途の汽車の中までは、その魔力を逃れることが出来なかったのであろう。,0.0,0.0
25,本文,二時間の余も立ち尽して、大空の妖異を眺めていた私は、その夕方魚津を立って、汽車の中に一夜を過ごすまで、全く日常と異った気持でいたことは確である。,-7.69245719909668,-0.999889612197876
26,本文,若しかしたら、それは通り魔の様に、人間の心をかすめ冒す所の、一時的狂気の類ででもあったであろうか。,-9.207477569580078,-0.9999905824661255
27,本文,魚津の駅から上野への汽車に乗ったのは、夕方の六時頃であった。,0.0,0.0
28,本文,不思議な偶然であろうか、あの辺の汽車はいつでもそうなのか、私の乗った二等車は、教会堂の様にガランとしていて、私の外にたった一人の先客が、向うの隅のクッションに蹲っているばかりであった。,-8.957452774047852,-0.999982476234436
29,本文,汽車は淋しい海岸の、けわしい崕や砂浜の上を、単調な機械の音を響かせて、際しもなく走っている。,9.178458213806152,0.9999963045120239
30,本文,沼の様な海上の、靄の奥深く、黒血の色の夕焼が、ボンヤリと感じられた。,6.740416526794434,0.9997870326042175
31,本文,異様に大きく見える白帆が、その中を、夢の様に滑っていた。,0.0,0.0
32,本文,少しも風のない、むしむしする日であったから、所々開かれた汽車の窓から、進行につれて忍び込むそよ風も、幽霊の様に尻切れとんぼであった。,-9.026577949523926,-0.9999967813491821
33,本文,沢山の短いトンネルと雪除けの柱の列が、広漠たる灰色の空と海とを、縞目に区切って通り過ぎた。,8.895612716674805,0.9999961853027344
34,本文,親不知の断崖を通過する頃、車内の電燈と空の明るさとが同じに感じられた程、夕闇が迫って来た。,-6.40322208404541,-0.9997624754905701
35,本文,丁度その時分向うの隅のたった一人の同乗者が、突然立上って、クッションの上に大きな黒繻子の風呂敷を広げ、窓に立てかけてあった、二尺に三尺程の、扁平な荷物を、その中へ包み始めた。,-2.5829949378967285,-0.6810580492019653
36,本文,それが私に何とやら奇妙な感じを与えたのである。,1.222330093383789,0.6671810150146484
37,本文,その扁平なものは、多分額に相違ないのだが、それの表側の方を、何か特別の意味でもあるらしく、窓ガラスに向けて立てかけてあった。,5.434377670288086,0.9591016173362732
38,本文,一度風呂敷に包んであったものを、態々取出して、そんな風に外に向けて立てかけたものとしか考えられなかった。,-8.48358154296875,-0.9998670816421509
39,本文,それに、彼が再び包む時にチラと見た所によると、額の表面に描かれた極彩色の絵が、妙に生々しく、何となく世の常ならず見えたことであった。,4.766152858734131,0.9952487349510193
40,本文,私は更めて、この変てこな荷物の持主を観察した。,0.0,0.0
41,本文,そして、持主その人が、荷物の異様さにもまして、一段と異様であったことに驚かされた。,0.0,0.0
42,本文,彼は非常に古風な、我々の父親の若い時分の色あせた写真でしか見ることの出来ない様な、襟の狭い、肩のすぼけた、黒の背広服を着ていたが、併しそれが、背が高くて、足の長い彼に、妙にシックリと合って、甚だ意気にさえ見えたのである。,8.188557624816895,0.9999915361404419
43,本文,顔は細面で、両眼が少しギラギラし過ぎていた外は、一体によく整っていて、スマートな感じであった。,9.070385932922363,0.9999948740005493
44,本文,そして、綺麗に分けた頭髪が、豊に黒々と光っているので、一見四十前後であったが、よく注意して見ると、顔中に夥しい皺があって、一飛びに六十位にも見えぬことはなかった。,0.0,0.0
45,本文,この黒々とした頭髪と、色白の顔面を縦横にきざんだ皺との対照が、初めてそれに気附いた時、私をハッとさせた程も、非常に不気味な感じを与えた。,-8.758332252502441,-0.9999877214431763
46,本文,彼は叮嚀に荷物を包み終ると、ひょいと私の方に顔を向けたが、丁度私の方でも熱心に相手の動作を眺めていた時であったから、二人の視線がガッチリとぶっつかってしまった。,0.0,0.0
47,本文,すると、彼は何か恥かし相に唇の隅を曲げて、幽かに笑って見せるのであった。,0.0,0.0
48,本文,私も思わず首を動かして挨拶を返した。,-6.066106796264648,-0.9955453872680664
49,本文,それから、小駅を二三通過する間、私達はお互の隅に坐ったまま、遠くから、時々視線をまじえては、気まずく外方を向くことを、繰返していた。,0.0,0.0
50,本文,外は全く暗闇になっていた。,-9.129130363464355,-0.9999971389770508
51,本文,窓ガラスに顔を押しつけて覗いて見ても、時たま沖の漁船の舷燈が遠く遠くポッツリと浮んでいる外には、全く何の光りもなかった。,-9.244224548339844,-0.9999977350234985
52,本文,際涯のない暗闇の中に、私達の細長い車室丈けが、たった一つの世界の様に、いつまでもいつまでも、ガタンガタンと動いて行った。,8.70617961883545,0.9999954700469971
53,本文,そのほの暗い車室の中に、私達二人丈けを取り残して、全世界が、あらゆる生き物が、跡方もなく消え失せてしまった感じであった。,-7.698431491851807,-0.9999754428863525
54,本文,私達の二等車には、どの駅からも一人の乗客もなかったし、列車ボーイや車掌も一度も姿を見せなかった。,-8.744476318359375,-0.9999953508377075
55,本文,そういう事も今になって考えて見ると、甚だ奇怪に感じられるのである。,7.272007942199707,0.998586893081665
56,本文,私は、四十歳にも六十歳にも見える、西洋の魔術師の様な風采のその男が、段々怖くなって来た。,0.0,0.0
57,本文,怖さというものは、外にまぎれる事柄のない場合には、無限に大きく、身体中一杯に拡がって行くものである。,2.937324285507202,0.8364589214324951
58,本文,私は遂には、産毛の先までも怖さが満ちて、たまらなくなって、突然立上ると、向うの隅のその男の方へツカツカと歩いて行った。,-8.78745174407959,-0.9999936819076538
59,本文,その男がいとわしく、恐ろしければこそ、私はその男に近づいて行ったのであった。,9.359868049621582,0.9999972581863403
60,本文,私は彼と向き合ったクッションへ、そっと腰をおろし、近寄れば一層異様に見える彼の皺だらけの白い顔を、私自身が妖怪ででもある様な、一種不可思議な、顛倒した気持で、目を細く息を殺してじっと覗き込んだものである。,5.582768440246582,0.9969850182533264
61,本文,男は、私が自分の席を立った時から、ずっと目で私を迎える様にしていたが、そうして私が彼の顔を覗き込むと、待ち受けていた様に、顎で傍らの例の扁平な荷物を指し示し、何の前置きもなく、さもそれが当然の挨拶ででもある様に、,8.650228500366211,0.9999493360519409
62,本文,「これでございますか」,-8.46864128112793,-0.9999939203262329
63,本文,と云った。,0.0,0.0
64,本文,その口調が、余り当り前であったので、私は却て、ギョッとした程であった。,0.0,0.0
65,本文,「これが御覧になりたいのでございましょう」,8.976393699645996,0.9999978542327881
66,本文,私が黙っているので、彼はもう一度同じことを繰返した。,0.0,0.0
67,本文,「見せて下さいますか」,-8.246437072753906,-0.9999909400939941
68,本文,私は相手の調子に引込まれて、つい変なことを云ってしまった。,0.0,0.0
69,本文,私は決してその荷物を見たい為に席を立った訳ではなかったのだけれど。,-6.667115211486816,-0.999495267868042
70,本文,「喜んで御見せ致しますよ。,8.857580184936523,0.9999817609786987
71,本文,わたくしは、さっきから考えていたのでございますよ。,0.0,0.0
72,本文,あなたはきっとこれを見にお出でなさるだろうとね」,9.257353782653809,0.9999959468841553
73,本文,男は――寧ろ老人と云った方がふさわしいのだが――そう云いながら、長い指で、器用に大風呂敷をほどいて、その額みたいなものを、今度は表を向けて、窓の所へ立てかけたのである。,3.898343086242676,0.862686038017273
74,本文,私は一目チラッと、その表面を見ると、思わず目をとじた。,8.924729347229004,0.9999958276748657
75,本文,何故であったか、その理由は今でも分らないのだが、何となくそうしなければならぬ感じがして、数秒の間目をふさいでいた。,-8.247929573059082,-0.999919056892395
