type,text
本文,守山未亡人千賀子さん
本文,私が顔を出すと、あなたはいつも擽ったいような表情をしますね。
本文,この擽ったいというやつは、なかなか複雑微妙な感情でして、私はいったいあなたから嫌われてるのか好かれてるのか、戸惑いさせられますよ。
本文,もっとも、私としては、あなたから好かれようと嫌われようと、そんなことはどうでも宜しいのですが、あなたの方では、それをはっきりさせとく必要がありますよ。
本文,さもないと、私はあなたを擽り擽り、息の根をとめるようなことになるかも知れませんからね。
本文,あなたは猫を擽ってみたことがありますね。
本文,ところが、猫は全く平気だったでしょう。
本文,擽られる場所が異るにつれて、或は喉を鳴らしたり、或は耳を垂れたり、或は手足を伸ばしたり、それだけで、少しも擽ったがる様子は見えなかったでしょう。
本文,それを不思議がって、更に猫をあちこち擽ってみてるあなたの方は、なにか猥らがましくそして滑稽でしたよ。
本文,つまり、あなたの方が猫より下劣でした。
本文,猫と同じように、あなたが、硝子戸の中で日向ぼっこをしたり、電気炬燵でうつらうつらしたり、やたらに欠伸をしたりするのを、私はとやかく言うのではありません。
本文,――猫でさえも。
本文,そうです、猫でさえもそんなことをしてるのだから、人間がしていけないということはありますまい。
本文,家の中の用は女中や書生がしてくれるし、あなたは何にもしなくても構やしません。
本文,働かざる者は食うべからずと、そんな野暮なことを私は言いはしません。
本文,だが、日向の縁側や炬燵の上でうとうとしてる猫の居眠りは、あなたのそれよりは、少くとも純粋です。
本文,その時々の食物で腹を満たしさえすれば、或る程度の温気のなかに、ただ単純に居眠っているのです。
本文,だがあなたは、はっと気を取り直しては、秋山さんへ電話してみようか、どうしようかと、心の中でやきもきしていたではありませんか。
本文,――猫に小判……。
本文,そんな諺は、猫の無智を軽蔑することにはならず、却ってそれを羨むことになるのです。
本文,秋山さんから果して五十万の現金が来るかどうか、あなたは待ちこがれて、猫を邪険に取扱ったことさえありましたね。
本文,五十万円といえば、可なりの金額であることを私も知っています。
本文,それが、あなたの属してる保守党では、代議士の選挙費用などに雑作なく使い果されてしまいますね。
本文,金があったからこそ当選した代議士が、如何に多いことでしょう。
本文,だからあなたが、五十万の金を待ちこがれたことも、私には理解出来ますよ。
本文,あなたの御主人が生存中は、さすが政界の黒幕だけあって、ずいぶん多額の金が、あなたの家で受け渡しされたものです。
本文,未亡人のあなたの手でも同じことがなされました。
本文,そしてこんど、また選挙期になると、いろいろな人があなたのところに出入りするようになりましたね。
本文,あなたとしてはどうしても金が必要なところでしょう、守山未亡人という顔がありますからね。
本文,秋山さんから五十万円の現金が届けられると、あなたはほんとに嬉しそうな顔をしましたね。
本文,猫が鼠を捕えたよりももっと嬉しそうでしたよ。
本文,鼠を捕えた猫は、率直に飛び跳ねて喜ぶものですが、あなたはそれよりもっと深刻で、胸が躍りたつのを息をつめて押しこらえ、そして抑えに抑えた喜びを、瞳の光りと眼尻の皺のなかに深々と湛えていました。
本文,そして嵩張った紙幣束を金庫にしまってから、こんどは真剣に考えこみましたね。
本文,その金を、既に立候補してる同士の其々氏等に分配してやったものか、或は、分配は少額にしておいて、自分も立候補したものかどうか、その運命的な重大事がまだ決定していなかったでしょう。
本文,――いいえ、それはきまっていました。
本文,そんなことは嘘ですよ。
本文,あなたの御主人がただ政界の黒幕として終始されたおかげで、あなたが立候補されても、公職追放令にひっかかることはないと、それが分明していただけで、あなたはまだ本当に決心はつかず、資格審査の申請に署名していなかったではありませんか。
本文,あなたは考えあぐんで、慌しく外出しましたよ。
本文,丁度お誂えむきに、お茶の集りがありましたね。
本文,この集りの主催者が、党の首領株の一人たる大塚さんの夫人であるだけに、表面は単なる社交的な空気のなかに、自然と、あちこちで政治向きの事柄が囁き交わされましたでしょう。
本文,その一つとして、ちょっとした隙間に大塚夫人はあなたに囁きましたね。
本文,「こんど、立候補なさいますそうですね。
本文,期待しておりますわ。」
本文,あなたは左手を着物の襟元にもってゆきながら、微笑しました。
本文,「あら、わたくしなんか、出る幕ではございませんわ。
本文,皆さんがしきりにお勧めなさいますけれど……。」
本文,そのような外交的な言葉を、大塚老夫人は無視してかかりましたね。
本文,「わが党の勝利は眼に見えているそうですよ。
本文,」そして大塚夫人は声を低めました。
本文,「厚生省など婦人の意見がもっとも必要だそうですから、その参与官にあなたが当てられているとか聞きましたよ。」
本文,「まあ、おからかいなすってはいやでございますわ。」
本文,あなたは拗ねたような身振りをし、そこへ他の人々がやって来たので、話はそれきりに終りました。
本文,けれど、その時、あなたの決心は本当にはっきり定まったのではありませんか。
本文,当選はたいてい間違いないとして、その前途に厚生参与官、それだけの夢が、あなたの立候補を決定せしめたのです。
本文,夢……と私は言いましたが、或は実現されることかも知れません。
本文,それにしても、厚生参与官という言葉は、あなたにとっては、何等の内容もない架空のもので、またそれだけに一層光栄あるものと見えたでしょう。
本文,いつぞや、あなたは或る婦人会で、ちょっとしたお饒舌りをしましたね。
本文,「今やわたくしどもにも、男子と同様に、参政権が与えられました。
本文,そしてこの婦人に与えられました権利を本当に生かしまするには、まず第一に、わたくしども婦人の生活の仕方、生き方を、改革しなければなりません。
本文,その第一歩としましては、これまでわたくしどもを身動き出来ないまでに縛りつけていました台所の仕事から、わたくしども自身を解放しなければなりません。
本文,身を解放して、そして更に、台所の仕事を主宰するようにならなければなりません……。」
本文,そういう主旨の話は、皆さんから大喝采を受けましたね。
本文,そしてあなたは得意でしたね。
本文,ところが、あなた自身、台所の仕事などはあまりしたことがないんですからね。
本文,そして、台所の仕事から解放されてそれを逆に主宰するとは、いったいどういうことであるか、言ってるあなた自身にも聞いてる皆さんにも、さっぱり分りはしなかったんですよ。
本文,ただなにかぼーっと空想的な微光がさしてるに過ぎませんでした。
本文,厚生参与官と全く同じことですよ。
本文,然し、そんなものがあなたの運命を決定する機縁になるのだから、ばかには出来ませんね。
本文,あなたは自宅に電話をかけて、御馳走になって汗ばんだからお風呂を沸かしておくようにと、女中に言いつけました。
