type,text
本文,池、といっても、台地の裾から湧き出る水がただ広くたまってる浅い沼で、その片側、道路ぞいに、丈高い葦が生い茂り、中ほどに、大きな松が一本そびえている。
本文,そのへんを、俗に一本松と呼ばれていて、昼間は田舎びた風情があり、夜分はちと薄気味わるい。
本文,この一本松のところを、或る夜遅く、島野彦一は通りかかった。
本文,焼酎にしたたか酔って、頭脳はからっぽ、足は宙に浮きがちだった。
本文,微風もなく、夜気は冴えていた。
本文,松の近くまで来て、彦一ははたと足を止めた。
本文,なにか、妖気に触れたかのような感じである。
本文,道路からそれて、葦の茂みの中に、いや、茂みの表面に、和服姿の少年らしい人影が立っていた。
本文,月の光りはないが、星明りなのか、透いて見える薄暗がりに、その人影がくっきり浮いていた。
本文,彼は、彦一がやって来るのを認め、道を避けて佇み、通りすぎるのを待ってるのか、或るいは、出会いがしらに、ひょいと横へ退いたのか。
本文,それはとにかく、足音一つせず、葦の葉擦れの音もしなかった。
本文,葦の茂みはひそと静まり返っていて、その表面に、人影だけが、何の厚みもなく、紙のように平べったく、浮き出してるのである。
本文,とっさに、彦一はぞっとした。
本文,鬼気とか、妖気とか、もののけとか、そんなものに触れた感じだ。
本文,彼は戦時中、召集されて、北海道で軍隊生活をし、訓練の間には、深山幽谷で孤立した数時間を闇夜のうちに過したこともあるが、嘗て、ぞっとする不気味さを経験したことはなかった。
本文,恐怖とか驚駭ならば、まだよいが、へんな不気味さは、どうにもいけない。
本文,而もそれが、沼だの葦の茂みだの空襲の焼跡だのがあるにしても、近くに人家が見える東京都内で起ったのだ。
本文,不気味なのは、その人影が、なまの人間の姿とは見えないことだった。
本文,さりとて、幻燈で映し出された像でもない。
本文,影の微粒子が寄り集まり凝り固まって、謂わば死気に生きてるのだ。
本文,葦の茂みの中を動き廻っても、葉擦れの音さえ立てないだろう。
本文,酩酊の気魄を眼にこめて、彦一はじっと見つめた。
本文,少年の人影は、うつろな眼をこちらに向けてるらしいだけで、身じろぎだにしなかった。
本文,死気とも言えるものを、彦一はまともに感じた。
本文,一瞬、不気味さが憤りに変った。
本文,彼は一歩踏み出した。
本文,相手は小揺ぎもしない。
本文,彼はまた一歩踏み出し、同時に、拳固の一撃を相手の横※に喰わした。
本文,彦一にとって意外だったのは、たしかに手応えがあったことだ。
本文,相手は人影でもなく、死気でもなく、なまの肉体の重みでばったり倒れ、葦の茂みがざわざわ揺れた。
本文,夜気が渦巻き、総毛立って、それから冷りと静まる。
本文,張り合いのない真剣さだ。
本文,何物へともない、憤怒、そして憎悪……。
本文,彦一は靴の足先に、堅い重いものを意識した。
本文,土瓶大の石塊だ。
本文,それを彼は両手に取り上げ、地面に伸びてるものに向って、力一杯投げつけた。
本文,穢らわしい感じの、鈍い音がした。
本文,ざまあ見やがれ。
本文,吐き捨てるような思いだった。
本文,歩き出して、ふと空を仰ぐと、星々が燃えるように光っていた。
本文,それから彼は、明るい街路に出て、屋台店でまた焼酎をあおった。
本文,アパートの室に帰りついたのは、深夜だった。
本文,翌日の夕刊から次の日の朝刊にかけた新聞に、一本松の事件が簡単に報道されていた。
本文,大きく取扱われるほどのものではなかったが、少年の怪死体として、多くの謎を含んだ記事になっていた。
