type,text
本文,欝ぎの虫、癪の種、さまざまなものが、人間のなかに住んで、正常な感情を引っ掻きまわすと言われているが、ここに、木山宇平のなかには怒りの虫がいつしか巣くったと、周囲の人々から見られるようになった。
本文,彼は元来、至って温厚な性質だったのだが、近頃、なにかにつけて腹立ちっぽくなったのである。
本文,外出に際して、玄関で靴をはいた後、ちょっとポケットにさわってみ、小首をかしげ、大きな声で怒鳴った。
本文,「ふきん、ふきん。」
本文,八重子夫人と女中が、見送りに出ていたが、何のことかよく分らなかった。
本文,「ふきんだ。
本文,」と木山はまた言った。
本文,もっとも、彼は食卓で、必ず布巾を用意させておく習慣だった。
本文,茶とか汁物とか、一滴でも卓上にたれると、すぐに布巾で拭いた。
本文,然し玄関での布巾は異例だ。
本文,それでも女中は駆けだして、布巾を一つ持って来た。
本文,木山はそれを受取ろうとしたが、手を引っこめて、怒鳴った。
本文,「ばか。
本文,布巾をどうするんだ。
本文,ハンケチだ。」
本文,「あら、」八重子夫人が答えた。
本文,「ハンケチは出しておきましたが……。」
本文,いつも、洋服に添えてハンケチは出してあったのである。
本文,木山は苛ら苛らしていた。
本文,「よろしい。
本文,途中で買う。」
本文,荒々しい見幕で出かけていった。
本文,後で分ったことだが、ハンケチはやはりポケットにはいっていた。
本文,木山自身の、言い違いと思い違いに過ぎなかった。
本文,だが、彼が怒ったのは事実だった。
本文,怒ってそしてあとはけろりとしていた。
本文,丁度、その日の夕方のことだが、一ヶ月半ばかりのアメリカ旅行から帰ってきた川村を中心に、懇意な社交仲間だけの集会が、丸ノ内の山水楼で催された。
本文,私的な集りだけに、簡単な挨拶があったきりで、あとはあちこちでの勝手な放談となった。
本文,木山宇平は酒瓶を前にして、いつまでも飲んでいた。
本文,支那料理のこととて、一定のコースがあるが如くなきが如く、料理の鉢はたくさん卓上に残っているし、木山の酒好きは周知のことで、極めて自然な情況だった。
本文,その木山が、突然、憤慨しだしたのである。
本文,彼は腕を突き出し、上衣の袖を指し示しながら、大きな声で叫んだ。
本文,「上衣の袖が擦り切れていたって、構うものか。
本文,僕なんか、擦り切れてるどころか、破けてると言ってもいい。
本文,それだって平気さ。
本文,ちっとも恥かしがることはない。」
本文,「勿論、そうだよ。
本文,」隣席の者が応じた。
本文,「恥かしがることはない。
本文,恥かしいと思うのは、インフェリオリティー・コンプレックスだ。
本文,もっとも、御婦人たちは、ここにいる御婦人たちは、着物の袖口が擦り切れてなんかいない。
本文,然し、吾々男子は、擦り切れた服で堂々とのし歩いても、一向に構わんじゃないか。」
本文,初めは、なんのことか、あたりの者も解しかねたが、やがて、不穏な空気がふっと漂ってきた。
本文,川村が先刻、挨拶の中で、上衣の袖口のことを洩らしたのである。
本文,アメリカ旅行中、赤毛布式な失敗はあまりしなかったが、或る招待の宴席に臨んだ時、自分の上衣の袖口がだいぶ擦り切れて見っともなくなってるのに気付き、それからはへんに、内心恥かしい思いをした、というのである。
本文,川村は富有な実業家で、いつも、その晩も、きりっとした身なりをしていたし、アメリカ旅行中に果して、袖口の擦り切れた上衣を着ていたかどうかは、疑問だった。
本文,それになお、彼の話の調子では、上衣の袖口のことは一種の比喩で、日本の文化や経済などの一般情勢を暗示してるのだと、感ぜられないこともなかった。
本文,それを今、上衣の袖口そのものだけを持ち出して、木山は憤慨してるのである。
本文,「なにが恥かしいことがあるものか。
本文,僕だったら、この擦り切れた背広で、アメリカだろうとイギリスだろうとフランスだろうと、堂々とのし歩いてやる。
本文,それぐらいの気慨は持ちたいものだ。」
本文,近くにいた洋装の崎田夫人が、まずいことを言った。
本文,「木山さんのお洋服、御自慢なさるほどいたんでいないではございませんか。
本文,もしかすると、わたくしのシュミーズの方が、もっと擦り切れてるかも知れませんわ。」
本文,木山は眉をひそめた。
本文,「擦り切れたシュミーズなんか、打っちゃってしまうんですね。
本文,もしあなたの仰言るのが本当なら……ですよ。
本文,僕は、ワイシャツはいつも綺麗なのを着る。
本文,上衣は破けていたって構わない。
本文,御婦人がたは反対だと見えますね。」
本文,「まあ、ずいぶん失礼なことを仰言るわ。
本文,もっとも、酒に酔っていらっしゃいますからねえ、ほほほ。」
本文,崎田夫人は真赤になり、強いて皮肉な笑いかたをした。
本文,あちらの席から、川村が声をかけた。
本文,「木山君、僕の話が君の不興を買ったようだね。
本文,然し、真意は、僕も君に同感だよ。
本文,破れ服で世界をのし歩いたっていいさ。
本文,少しも恥かしいことはない。
本文,ただ、日本の文化は、経済は、産業は、破れ服のままではいけない。
本文,仕立て直さなくちゃいかんじゃないか。」
本文,「ワイシャツは綺麗なのを着ることだ。」
本文,木山はそう応じて、それから、酔っ払ってるらしく口ずさんだ。
本文,「年をへし、糸の乱れの苦しさに、衣のソデはほころびにけり……。」
本文,聞いてた人々は唖然とした。
本文,擦り切れた袖口についての現実的な憤慨から、いきなり、古い戦記物語の和歌に入り込んだのである。
本文,二つ三つ、拍手が起った。
本文,それをきっかけに席を立つ者もあった。
本文,崎田夫人も立ち上った。
本文,「酔っ払いは、もう相手にしないことにきめました。」
本文,「ええどうぞ。」
本文,木山はなにか嬉しそうな笑顔をして、また酒杯を取り上げた。
本文,毛の薄くなってる顱頂部に汗がにじんで、それをハンケチでくるくる拭いた。
本文,それから黙りこんで、彼は雑談の圏外に出た。
本文,林が彼のところへ立って来て、肩を叩いた。
本文,「ちょっと頼みたいことがあるんだがね。
本文,君は東京の新聞社にも知人が多いだろうから、少し力をかしてくれよ。
本文,小坂澄子、新進ピアニストだが、来週、晴れの音楽会に出ることになってる。
本文,あれが、僕の姪に当るものだから……。」
本文,「あ、切符か、何枚でも引き受けるよ。」
本文,「いや、切符のことじゃないんだ。
本文,なにしろ、初めての晴れの音楽会に出ることだから、好評を得さしてやりたいんだ。
本文,どの新聞社でもいいから、音楽批評を担当してる記者に、君から、その、適当に口を利いといてくれないかね。」
本文,「ああそうか。
本文,そんなことなら、あいつがいい。
本文,いつもでたらめな音楽批評ばかりやってる。
本文,そら、君も知ってるじゃないか。
本文,ええと、そら、あの男さ。」
本文,木山は額をとんとん叩いた。
本文,「君も知ってるじゃないか。
本文,あの若い男さ。
本文,ええと、そら、いつもぱちぱち目ばたきばかりしてる、色の白い、髪の毛を長く伸した……。」
本文,「ふーむ、誰だい。」
本文,「君も知ってるじゃないか。
本文,あの男……何とかいった……おかしいなあ、喉元まで出かかってるんだが……。」
本文,木山はまた額を叩き、立ち上って、小首を傾げながら歩きだした。
本文,林は苦笑したままそこに残された。
本文,木山が控室の方にはいりかけると、そこでお茶を飲んでいた数人の中から、塚本夫人がつと立って来て、彼の腕を捉えた。
本文,そして囁いた。
本文,「明日、午後、事務所の方へ伺います。
本文,待っていて下さいね。」
本文,木山は頷いた。
本文,「だいじな用ですの。
本文,きっとですね。」
本文,「今晩、これからでもいいですよ。」
本文,「いいえ、明日にしましょう。
本文,ゆっくりお話したいから。」
本文,彼女の眼は刺すように光っていた。
本文,「いったい、どんなことですか。」
本文,「塚本のこと。
本文,お話しましたでしょう。
本文,いよいよ、わたくしの方へ帰って来ることになりそうですの。
本文,ゆっくり御相談したいから、考えておいて下さいね。」
本文,木山は一歩退って、彼女の顔をじっと見つめた。
本文,「明日、二時から三時までの間に伺います。
本文,きっと、待っていて下さいね。」
本文,「承知しました。」
本文,木山は冷かに言い捨てて、さっきの席に戻って行った。
本文,酒杯を持つ手先がかすかに震えていた。
本文,塚本夫人も、木山と同時に足を返して、先程の仲間に加わった。
本文,隣りに崎田夫人がいた。
本文,その方を塚本夫人は顧みて、にこと笑った。
本文,「木山さん、この頃、どうかなすってますわね。
本文,ひどく怒りっぽいし、先程は、あんな失礼なことを言ったりして……。
本文,わたくし、ちょっとたしなめてやりましたわ。
本文,いい気味だった。」
本文,然し、塚本夫人のその態度は、少し大胆すぎた。
本文,木山と彼女との間になにか情愛関係がありそうだとは、親しい仲間の認めるところだったのである。
本文,そして木山の近頃の怒りの虫を、そのことと結びつけて考える者もあった。
本文,見ようによっては、最近、塚本夫人も落着きを失いかけてるらしい点があった。
本文,その晩、塚本夫人は真先に帰っていった連中のうちの一人だった。
本文,そして木山は、最後まで居残って酒杯を手にしてる連中のうちの一人だった。
本文,木山の事務所は、銀座裏の小さな建物の三階にあった。
本文,事務所といっても、彼が主事嘱託という名義で関係してる近県の小新聞の、東京連絡所を兼ねたもので、所員には、老若の男二人と、女が一人いた。
本文,木山は週に二日か三日、新聞社の方へ出張するので、いろいろと多忙だった。
本文,多忙なのを自慢にしてるようでもあった。
本文,然し近来、なにかしら大儀らしい疲労の色が彼に見えてきた。
本文,それが時として、所謂怒りの虫となって爆発することもあり、或いは漠然として瞑想のうちに沈潜することもあった。
本文,約束通り、塚本夫人が事務所へ訪れて来た時、木山は仕事を放り出してぼんやり考え込んでいたが、ふいに眼が覚めたように立ち上った。
本文,「急ぎますか。」
本文,「え。」
本文,夫人は聞き返した。
本文,「時間がおありでしたら、春の家へ行きましょう。」
本文,「お伴しますわ。」
本文,それだけで二人は外に出て、タクシーを拾った。
本文,春の家は、戦災から復興したばかりのわりに閑静な一廓にあった。
