,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,朝から粉雪が舞いはじめて、ひる過ぎからシトシトと牡丹雪だった。,0.21729910373687744,0.4099416434764862,0.0,0.0,NEUTRAL
1,本文,夕方礼吉は雪をふんで見合に出掛けた。,0.7268853187561035,0.5240123271942139,0.0,0.0,NEUTRAL
2,本文,雪の印象があまり強すぎたせいか、肝賢の相手の娘さんの印象がまるで漠然として掴めなかった。,1.6622133255004883,0.795810878276825,0.0,0.0,NEUTRAL
3,本文,翌朝眼がさめると、もうその娘さんの顔が想い出せなかった。,0.3130333721637726,0.4368380010128021,0.3130333721637726,0.4368380010128021,POSITIVE
4,本文,が想い出せない所を見ると、満更わるい印象を受けたわけではないのだろうと思い、礼吉は貰う肚を決めた。,1.1025525331497192,0.6796931028366089,0.0,0.0,NEUTRAL
5,本文,貰うと決めてみると、さすがになんだか心細い気もした。,0.9920639395713806,0.6652258634567261,0.0,0.0,NEUTRAL
6,本文,そうして一週間ばかり経ったある朝、新聞を見ていた礼吉は急に耳まで赧くなった。,0.9203189611434937,0.6278371214866638,0.9203189611434937,0.6278371214866638,POSITIVE
7,本文,建艦運動の献金欄に松野一江という名がつつましく出ているのを見つけたのである。,0.8075425624847412,0.524311900138855,0.8075425624847412,0.524311900138855,POSITIVE
8,本文,松野一江というのはその娘さんの名であった。,0.7934734225273132,0.5944219827651978,0.0,0.0,NEUTRAL
9,本文,礼吉はなにか清潔な印象を受け、ほっとして雪の日の見合のことを想い出した。,1.6858159303665161,0.7402060031890869,1.6858159303665161,0.7402060031890869,POSITIVE
