,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,一、午后の授業,0.7238047122955322,0.5731732249259949,0.0,0.0,NEUTRAL
1,本文,「ではみなさんは、そういうふうに川だと云われたり、乳の流れたあとだと云われたりしていたこのぼんやりと白いものがほんとうは何かご承知ですか。,0.9833553433418274,0.6436314582824707,0.0,0.0,NEUTRAL
2,本文,」先生は、黒板に吊した大きな黒い星座の図の、上から下へ白くけぶった銀河帯のようなところを指しながら、みんなに問をかけました。,0.6986216306686401,0.5078991055488586,0.6986216306686401,0.5078991055488586,POSITIVE
3,本文,カムパネルラが手をあげました。,0.5060465931892395,0.4924732446670532,0.0,0.0,NEUTRAL
4,本文,それから四五人手をあげました。,0.4142407178878784,0.43976372480392456,0.0,0.0,NEUTRAL
5,本文,ジョバンニも手をあげようとして、急いでそのままやめました。,0.6524151563644409,0.4937776029109955,-0.6524151563644409,-0.4937776029109955,NEGATIVE
6,本文,たしかにあれがみんな星だと、いつか雑誌で読んだのでしたが、このごろはジョバンニはまるで毎日教室でもねむく、本を読むひまも読む本もないので、なんだかどんなこともよくわからないという気持ちがするのでした。,0.8959696888923645,0.5553323030471802,0.0,0.0,NEUTRAL
7,本文,ところが先生は早くもそれを見附けたのでした。,0.9593806266784668,0.5160847902297974,0.9593806266784668,0.5160847902297974,POSITIVE
8,本文,「ジョバンニさん。,0.2592845857143402,0.41337311267852783,0.0,0.0,NEUTRAL
9,本文,あなたはわかっているのでしょう。」,0.8176295161247253,0.5521147847175598,0.0,0.0,NEUTRAL
10,本文,ジョバンニは勢よく立ちあがりましたが、立って見るともうはっきりとそれを答えることができないのでした。,0.8078023791313171,0.5326238870620728,0.0,0.0,NEUTRAL
11,本文,ザネリが前の席からふりかえって、ジョバンニを見てくすっとわらいました。,1.2344528436660767,0.6430860757827759,1.2344528436660767,0.6430860757827759,POSITIVE
12,本文,ジョバンニはもうどぎまぎしてまっ赤になってしまいました。,0.6614230275154114,0.46181347966194153,-0.6614230275154114,-0.46181347966194153,NEGATIVE
13,本文,先生がまた云いました。,0.7666096091270447,0.5718087553977966,0.0,0.0,NEUTRAL
14,本文,「大きな望遠鏡で銀河をよっく調べると銀河は大体何でしょう。」,1.0897225141525269,0.6556125283241272,0.0,0.0,NEUTRAL
15,本文,やっぱり星だとジョバンニは思いましたがこんどもすぐに答えることができませんでした。,1.2965242862701416,0.5069465041160583,-1.2965242862701416,-0.5069465041160583,NEGATIVE
16,本文,先生はしばらく困ったようすでしたが、眼をカムパネルラの方へ向けて、,0.6510341763496399,0.47854238748550415,0.0,0.0,NEUTRAL
17,本文,「ではカムパネルラさん。,0.38941919803619385,0.42576363682746887,0.0,0.0,NEUTRAL
18,本文,」と名指しました。,1.071735143661499,0.6115504503250122,-1.071735143661499,-0.6115504503250122,NEGATIVE
19,本文,するとあんなに元気に手をあげたカムパネルラが、やはりもじもじ立ち上ったままやはり答えができませんでした。,1.2916173934936523,0.6568946838378906,-1.2916173934936523,-0.6568946838378906,NEGATIVE
20,本文,先生は意外なようにしばらくじっとカムパネルラを見ていましたが、急いで「では。,1.0070631504058838,0.552175760269165,0.0,0.0,NEUTRAL
21,本文,よし。,0.5552625060081482,0.5038658976554871,0.0,0.0,NEUTRAL
22,本文,」と云いながら、自分で星図を指しました。,0.7164999842643738,0.5259618163108826,0.0,0.0,NEUTRAL
23,本文,「このぼんやりと白い銀河を大きないい望遠鏡で見ますと、もうたくさんの小さな星に見えるのです。,1.603293538093567,0.7476667761802673,1.603293538093567,0.7476667761802673,POSITIVE
24,本文,ジョバンニさんそうでしょう。」,0.735914409160614,0.524839460849762,0.0,0.0,NEUTRAL
25,本文,ジョバンニはまっ赤になってうなずきました。,0.5990842580795288,0.5063133835792542,0.0,0.0,NEUTRAL
26,本文,けれどもいつかジョバンニの眼のなかには涙がいっぱいになりました。,0.9230021834373474,0.5087230801582336,0.9230021834373474,0.5087230801582336,POSITIVE
27,本文,そうだ僕は知っていたのだ、勿論カムパネルラも知っている、それはいつかカムパネルラのお父さんの博士のうちでカムパネルラといっしょに読んだ雑誌のなかにあったのだ。,1.5661696195602417,0.7228740453720093,1.5661696195602417,0.7228740453720093,POSITIVE
28,本文,それどこでなくカムパネルラは、その雑誌を読むと、すぐお父さんの書斎から巨きな本をもってきて、ぎんがというところをひろげ、まっ黒な頁いっぱいに白い点々のある美しい写真を二人でいつまでも見たのでした。,2.0495834350585938,0.8493103981018066,2.0495834350585938,0.8493103981018066,POSITIVE
29,本文,それをカムパネルラが忘れる筈もなかったのに、すぐに返事をしなかったのは、このごろぼくが、朝にも午后にも仕事がつらく、学校に出てももうみんなともはきはき遊ばず、カムパネルラともあんまり物を云わないようになったので、カムパネルラがそれを知って気の毒がってわざと返事をしなかったのだ、そう考えるとたまらないほど、じぶんもカムパネルラもあわれなような気がするのでした。,0.6989096403121948,0.550828218460083,0.0,0.0,NEUTRAL
30,本文,先生はまた云いました。,0.8375970125198364,0.5648402571678162,0.0,0.0,NEUTRAL
31,本文,「ですからもしもこの天の川がほんとうに川だと考えるなら、その一つ一つの小さな星はみんなその川のそこの砂や砂利の粒にもあたるわけです。,0.8810474276542664,0.4778393805027008,0.8810474276542664,0.4778393805027008,POSITIVE
32,本文,またこれを巨きな乳の流れと考えるならもっと天の川とよく似ています。,1.2092303037643433,0.6888006329536438,0.0,0.0,NEUTRAL
33,本文,つまりその星はみな、乳のなかにまるで細かにうかんでいる脂油の球にもあたるのです。,1.2236632108688354,0.672884464263916,1.2236632108688354,0.672884464263916,POSITIVE
34,本文,そんなら何がその川の水にあたるかと云いますと、それは真空という光をある速さで伝えるもので、太陽や地球もやっぱりそのなかに浮んでいるのです。,1.128488540649414,0.6657348871231079,1.128488540649414,0.6657348871231079,POSITIVE
35,本文,つまりは私どもも天の川の水のなかに棲んでいるわけです。,0.9508486986160278,0.5190851092338562,0.9508486986160278,0.5190851092338562,POSITIVE
36,本文,そしてその天の川の水のなかから四方を見ると、ちょうど水が深いほど青く見えるように、天の川の底の深く遠いところほど星がたくさん集って見えしたがって白くぼんやり見えるのです。,0.8445742726325989,0.49519211053848267,0.0,0.0,NEUTRAL
37,本文,この模型をごらんなさい。」,0.8897954225540161,0.5707797408103943,0.8897954225540161,0.5707797408103943,POSITIVE
38,本文,先生は中にたくさん光る砂のつぶの入った大きな両面の凸レンズを指しました。,0.7448473572731018,0.530728280544281,0.0,0.0,NEUTRAL
39,本文,「天の川の形はちょうどこんななのです。,1.0272551774978638,0.6346792578697205,0.0,0.0,NEUTRAL
40,本文,このいちいちの光るつぶがみんな私どもの太陽と同じようにじぶんで光っている星だと考えます。,0.9471875429153442,0.5124177932739258,0.9471875429153442,0.5124177932739258,POSITIVE
41,本文,私どもの太陽がこのほぼ中ごろにあって地球がそのすぐ近くにあるとします。,0.9635007977485657,0.5577884912490845,0.9635007977485657,0.5577884912490845,POSITIVE
42,本文,みなさんは夜にこのまん中に立ってこのレンズの中を見まわすとしてごらんなさい。,1.4768229722976685,0.7514274716377258,1.4768229722976685,0.7514274716377258,POSITIVE
43,本文,こっちの方はレンズが薄いのでわずかの光る粒即ち星しか見えないのでしょう。,1.4574577808380127,0.7612695693969727,0.0,0.0,NEUTRAL
44,本文,こっちやこっちの方はガラスが厚いので、光る粒即ち星がたくさん見えその遠いのはぼうっと白く見えるというこれがつまり今日の銀河の説なのです。,0.763092577457428,0.47435277700424194,0.0,0.0,NEUTRAL
45,本文,そんならこのレンズの大きさがどれ位あるかまたその中のさまざまの星についてはもう時間ですからこの次の理科の時間にお話します。,0.9896418452262878,0.48204854130744934,0.9896418452262878,0.48204854130744934,POSITIVE
46,本文,では今日はその銀河のお祭なのですからみなさんは外へでてよくそらをごらんなさい。,1.1125571727752686,0.6404519081115723,1.1125571727752686,0.6404519081115723,POSITIVE
47,本文,ではここまでです。,0.9377883076667786,0.5465784668922424,0.0,0.0,NEUTRAL
48,本文,本やノートをおしまいなさい。」,0.8720487356185913,0.5598745346069336,-0.8720487356185913,-0.5598745346069336,NEGATIVE
49,本文,そして教室中はしばらく机の蓋をあけたりしめたり本を重ねたりする音がいっぱいでしたがまもなくみんなはきちんと立って礼をすると教室を出ました。,1.805277943611145,0.8330533504486084,1.805277943611145,0.8330533504486084,POSITIVE
50,本文,二、活版所,0.838541567325592,0.5922275185585022,0.0,0.0,NEUTRAL
51,本文,ジョバンニが学校の門を出るとき、同じ組の七八人は家へ帰らずカムパネルラをまん中にして校庭の隅の桜の木のところに集まっていました。,0.8196813464164734,0.5369849801063538,0.8196813464164734,0.5369849801063538,POSITIVE
52,本文,それはこんやの星祭に青いあかりをこしらえて川へ流す烏瓜を取りに行く相談らしかったのです。,1.1974519491195679,0.6576240658760071,0.0,0.0,NEUTRAL
53,本文,けれどもジョバンニは手を大きく振ってどしどし学校の門を出て来ました。,1.2320607900619507,0.7348499298095703,0.0,0.0,NEUTRAL
54,本文,すると町の家々ではこんやの銀河の祭りにいちいの葉の玉をつるしたりひのきの枝にあかりをつけたりいろいろ仕度をしているのでした。,0.8583184480667114,0.49271413683891296,0.0,0.0,NEUTRAL
55,本文,家へは帰らずジョバンニが町を三つ曲ってある大きな活版処にはいってすぐ入口の計算台に居ただぶだぶの白いシャツを着た人におじぎをしてジョバンニは靴をぬいで上りますと、突き当りの大きな扉をあけました。,0.640978217124939,0.5219663381576538,0.640978217124939,0.5219663381576538,POSITIVE
56,本文,中にはまだ昼なのに電燈がついてたくさんの輪転器がばたりばたりとまわり、きれで頭をしばったりラムプシェードをかけたりした人たちが、何か歌うように読んだり数えたりしながらたくさん働いて居りました。,1.5148242712020874,0.6758908033370972,1.5148242712020874,0.6758908033370972,POSITIVE
57,本文,ジョバンニはすぐ入口から三番目の高い卓子に座った人の所へ行っておじぎをしました。,0.6275625824928284,0.4697856307029724,0.0,0.0,NEUTRAL
58,本文,その人はしばらく棚をさがしてから、,0.8473535776138306,0.6059716939926147,0.0,0.0,NEUTRAL
59,本文,「これだけ拾って行けるかね。,0.9134948253631592,0.589971125125885,0.0,0.0,NEUTRAL
60,本文,」と云いながら、一枚の紙切れを渡しました。,0.44411903619766235,0.4456712603569031,0.0,0.0,NEUTRAL
61,本文,ジョバンニはその人の卓子の足もとから一つの小さな平たい函をとりだして向うの電燈のたくさんついた、たてかけてある壁の隅の所へしゃがみ込むと小さなピンセットでまるで粟粒ぐらいの活字を次から次と拾いはじめました。,0.6424899697303772,0.48308300971984863,0.0,0.0,NEUTRAL
62,本文,青い胸あてをした人がジョバンニのうしろを通りながら、,0.5997449159622192,0.47133806347846985,0.5997449159622192,0.47133806347846985,POSITIVE
63,本文,「よう、虫めがね君、お早う。,0.30726858973503113,0.4284924268722534,0.30726858973503113,0.4284924268722534,POSITIVE
64,本文,」と云いますと、近くの四五人の人たちが声もたてずこっちも向かずに冷くわらいました。,0.6359096169471741,0.5487546324729919,0.0,0.0,NEUTRAL
65,本文,ジョバンニは何べんも眼を拭いながら活字をだんだんひろいました。,1.15255868434906,0.6271186470985413,1.15255868434906,0.6271186470985413,POSITIVE
66,本文,六時がうってしばらくたったころ、ジョバンニは拾った活字をいっぱいに入れた平たい箱をもういちど手にもった紙きれと引き合せてから、さっきの卓子の人へ持って来ました。,0.6049719452857971,0.4682861864566803,0.0,0.0,NEUTRAL
67,本文,その人は黙ってそれを受け取って微かにうなずきました。,0.8564239144325256,0.5534980893135071,0.8564239144325256,0.5534980893135071,POSITIVE
68,本文,ジョバンニはおじぎをすると扉をあけてさっきの計算台のところに来ました。,0.4676123857498169,0.45805665850639343,0.0,0.0,NEUTRAL
69,本文,するとさっきの白服を着た人がやっぱりだまって小さな銀貨を一つジョバンニに渡しました。,0.6858217120170593,0.49203982949256897,0.0,0.0,NEUTRAL
70,本文,ジョバンニは俄かに顔いろがよくなって威勢よくおじぎをすると台の下に置いた鞄をもっておもてへ飛びだしました。,1.8475271463394165,0.8262315988540649,1.8475271463394165,0.8262315988540649,POSITIVE
71,本文,それから元気よく口笛を吹きながらパン屋へ寄ってパンの塊を一つと角砂糖を一袋買いますと一目散に走りだしました。,1.5144234895706177,0.7780995965003967,1.5144234895706177,0.7780995965003967,POSITIVE
72,本文,三、家,1.1686075925827026,0.6672453880310059,0.0,0.0,NEUTRAL
73,本文,ジョバンニが勢よく帰って来たのは、ある裏町の小さな家でした。,0.6961255073547363,0.46857115626335144,0.6961255073547363,0.46857115626335144,POSITIVE
