,type,text,logit_value,pred_value,logit_score,pred_score,label_name
0,本文,この話が私の夢か私の一時的狂気の幻でなかったならば、あの押絵と旅をしていた男こそ狂人であったに相違ない。,0.43593645095825195,0.43726131319999695,0.0,0.0,NEUTRAL
1,本文,だが、夢が時として、どこかこの世界と喰違った別の世界を、チラリと覗かせてくれる様に、又狂人が、我々の全く感じ得ぬ物事を見たり聞いたりすると同じに、これは私が、不可思議な大気のレンズ仕掛けを通して、一刹那、この世の視野の外にある、別の世界の一隅を、ふと隙見したのであったかも知れない。,0.9640323519706726,0.5231596231460571,0.0,0.0,NEUTRAL
2,本文,いつとも知れぬ、ある暖かい薄曇った日のことである。,0.5389061570167542,0.5015358924865723,0.0,0.0,NEUTRAL
3,本文,その時、私は態々魚津へ蜃気楼を見に出掛けた帰り途であった。,0.6818181872367859,0.5413568615913391,0.0,0.0,NEUTRAL
4,本文,私がこの話をすると、時々、お前は魚津なんかへ行ったことはないじゃないかと、親しい友達に突っ込まれることがある。,1.094632625579834,0.5828073620796204,1.094632625579834,0.5828073620796204,POSITIVE
5,本文,そう云われて見ると、私は何時の何日に魚津へ行ったのだと、ハッキリ証拠を示すことが出来ぬ。,1.0280858278274536,0.5672078132629395,-1.0280858278274536,-0.5672078132629395,NEGATIVE
6,本文,それではやっぱり夢であったのか。,1.3149900436401367,0.7607405185699463,0.0,0.0,NEUTRAL
7,本文,だが私は嘗て、あのように濃厚な色彩を持った夢を見たことがない。,1.0719149112701416,0.6581105589866638,0.0,0.0,NEUTRAL
8,本文,夢の中の景色は、映画と同じに、全く色彩を伴わぬものであるのに、あの折の汽車の中の景色丈けは、それもあの毒々しい押絵の画面が中心になって、紫と臙脂の勝た色彩で、まるで蛇の眼の瞳孔の様に、生々しく私の記憶に焼ついている。,1.7438719272613525,0.8542720675468445,1.7438719272613525,0.8542720675468445,POSITIVE
9,本文,着色映画の夢というものがあるのであろうか。,1.0787588357925415,0.636152982711792,0.0,0.0,NEUTRAL
10,本文,私はその時、生れて初めて蜃気楼というものを見た。,0.7589921355247498,0.5196397304534912,0.7589921355247498,0.5196397304534912,POSITIVE
11,本文,蛤の息の中に美しい龍宮城の浮んでいる、あの古風な絵を想像していた私は、本物の蜃気楼を見て、膏汗のにじむ様な、恐怖に近い驚きに撃たれた。,1.6243075132369995,0.8470588326454163,1.6243075132369995,0.8470588326454163,POSITIVE
