type,text
本文,鞠唄仙冠者野衾狂言夜の辻仮小屋井筒重井筒峰の堂
見出し,鞠唄
見出し,一
本文,二坪に足らぬ市中の日蔭の庭に、よくもこう生い立ちしな、一本の青楓、塀の内に年経たり。
本文,さるも老木の春寒しとや、枝も幹もただ日南に向いて、戸の外にばかり茂りたれば、広からざる小路の中を横ぎりて、枝さきは伸びて、やがて対向なる、二階家の窓に達かんとす。
本文,その窓に時々姿を見せて、われに笑顔向けたまうは、うつくしき姉上なり。
本文,朝な夕な、琴弾きたまうが、われ物心覚えてより一日も断ゆることなかりしに、わが母みまかりたまいし日よりふと止みぬ。
本文,遊びに行きし時、その理由問いたるに、何ゆえというにはあらず、飽きたればなりとのたまう。
本文,されど彼家なる下婢の、密にその実を語りし時は、稚心にもわれ嬉しく思い染みぬ。
本文,「それはね、坊ちゃん、あの何ですッて。
本文,あなたのね、母様がおなくなり遊ばしたのを、御近所に居ながら鳴物もいかがな訳だって、お嬢様が御遠慮を遊ばすんでございますよ。」
本文,その隣家に三十ばかりの女房一人住みたり。
本文,両隣は皆二階家なるに、其家ばかり平家にて、屋根低く、軒もまた小かなりければ、大なる凹の字ぞ中空に描かれたる。
本文,この住居は狭かりけれど、奥と店との間に一の池ありて、金魚、緋鯉など夥多養いぬ。
本文,誰が飼いはじめしともなく古くより持ち伝えたるなり。
本文,近隣の人は皆年久しく住みたれど、そこのみはしばしば家主かわりぬ。
本文,さればわれその女房とはまだ新らしき馴染なれど、池なる小魚とは久しき交情なりき。
本文,「小母さん小母さん」
本文,この時髪や洗いけん。
本文,障子の透間より差覗けば、膚白く肩に手拭を懸けたるが、奥の柱に凭りかかれり。
本文,「金魚は、あの内に居るかい。」
本文,「居ますとも、なぜ今朝ッからいらっしゃらないッて、待ってるわ、貢さん。」
本文,「そう。」
本文,「あら、そう、じゃアありません、お入りなさいよ、ちょいと。」
本文,「だって開かないもの、この戸は重いねえ。」
本文,手を空ざまに、我が丈より高き戸の引手を押せば、がたがたと音したるが、急にずらりと開く。
本文,婦人は上框に立ちたるまま、腕を延べたる半身、斜に狭き沓脱の上に蔽われかかれる。
本文,その袖の下を掻潜りて、衝と摺抜けつつ、池ある方に走り行くをはたはたと追いかけて、後より抱き留め、
本文,「なぜそうですよ。
本文,金魚ばかりせッついて、この児は。
本文,私ともお遊びッてば、厭かい。」
本文,と微笑みたり。
本文,「うむ。」
本文,「うむ、じゃアありません。
本文,そんなことをお言いだと私ゃ金魚を怨みますよ。
本文,そして貢さんのお見えなさらない時に、焼火箸を押着けて、ひどい目に逢わせてやるよ。」
本文,「厭だ。」
本文,「それじゃ、まあお坐んなさい。
本文,そしてまた手鞠歌を唄ってお聞かせな。
本文,あの後が覚えたいからさ。
本文,何というんだっけね。
本文,……二両で帯を買うて、三両で絎けて、二両で帯を買うて、それから、三両で絎けて、そうしてどうするの、三両で絎けて……」
本文,「今年はじめて花見に出たら、寺の和尚に抱き留められて。」
本文,とわれは節つけて唄い出しぬ。
本文,婦人は耳を澄して聞く。
本文,「寺の和尚に抱き留められて、止しゃれ、放しゃれ、帯切らしゃるな。」
本文,「おや、お上手だ。
本文,」と障子の外より誰やらむ呼ぶ者ありけり。
見出し,二
本文,「誰？」と言いかけて走り出で、障子の隙間より戸外を見しが、彼は早や町の彼方に行く、その後姿は、隣なる広岡の家の下婢なりき。
本文,「貢さんが、お上手だもんだから。
本文,立って聞いてたの。
本文,それはね、唄も節もまるで私たちの知ッてるのと違うんだもの。
本文,もっと聞かして下さい、後でまた昨日の続きのお話をして上げますから。」
本文,この婦人、昔話の上手にて、稚きものにもよく分るよう、可哀なる、おかしき物語して聞かす。
本文,いつもおもしろき節にて止めては、明くる日その続きをと思うに、まずわれに鞠歌を唄わしむるなり。
本文,「高い縁から突き落されて、笄落し、小枕落し……」
本文,と唄い続けつ。
本文,頭を垂れて聞き果てたり。
本文,「何だか可哀っぽいのね。
本文,鬱いで来るようだけれど、飛んだおもしろいよ。
本文,私たちの覚えたのは、内方袖方、御手に蝶や花、どうやどうんど、どうやどうんど、一丁、二丁、三丁、四丁ッてもう陽気なことばかりで、訳が解らないけれど、貢さんのはまた格別だねえ。
本文,難有うござんした。
本文,それではちょうど隙だし、昨日のあの、阿銀小銀のあとを話してあげましょう。」
本文,とて語り出づる、大方の筋は継母のその継しき児に酷きなりけり。
本文,「昨日はどこまで話しましたッけね、そうそう、そうするとね、貢さん、妹の小銀と云う子が感心じゃありませんか。
本文,今の母様の子で、姉様の阿銀とはお肚が違っているのだけれど、それはそれは姉おもいの優しい子で、姉様が継母の悪だくみで山へ棄てられるというのを聞いて、どんなにか泣いたろう。
本文,何てッて頼んでも、母様は肯入れないし、父様は旅の空。
本文,家来や小者はもうみんなが母様におべっかッてるんだから、誰一人執成してくれようと云うものはなし、しかたがないので、そっとね、姉様が冤の罪を被せられて――昨夕話したッけ――冤というのは何にも知らない罪を塗りつけられたの。
