,type,text,logit_score,pred_score
0,本文,関東大震災の時、浅草にいた私の一家は焼出されて、向島の水神にいた親戚の家に避難した。,0.0,0.0
1,本文,そこは私の祖母の里であったが、祖母にとっては嫂にあたる人（私達は水神のおばさんと呼んでいた）の身寄の人達も同じように本所にいて焼出されて避難してきていた。,-7.2986226081848145,-0.9988247752189636
2,本文,祖母の兄（私達は水神のおじさんと呼んでいたが）は既に他界していて、私の父とは従兄弟にあたる人が当主であった。,0.0,0.0
3,本文,本家から少し離れた処に水神のおじさんが建てた隠居所があって偶々明いていたので、そこに私達二組の罹災者は同居した。,0.0,0.0
4,本文,私の一家は祖母、父母、兄と私で、水神のおばさんの身寄というのはおばさんの妹が嫁いだ先の人達で、おばさんの妹は亡くなっていて、その連合の人と娘二人息子一人の家族であった。,0.0,0.0
5,本文,父親はある役所に勤めていて、姉娘は家にいて主婦の代りをしていてそのために少し婚期が過ぎた感じで、息子は小学校の教員で、末の妹は私と同年で小学校の六年生であった。,0.0,0.0
6,本文,末の妹は名は千代子と云った。,0.0,0.0
7,本文,私の一家は震災当日の夕方には水神の家に避難することが出来たが、千代ちゃんの家族は一日遅れて来た。,0.0,0.0
8,本文,千代ちゃんだけ欠けていた。,0.0,0.0
9,本文,逃げてくる途中で千代ちゃんだけ逸れてしまったのだという。,0.0,0.0
10,本文,二日ほどして探しに出た兄さんが上野の山にいた千代ちゃんを見つけて連れて帰ってきた。,3.4213201999664307,0.8856077790260315
11,本文,夕方、私が井戸端で水を汲んでいた時、兄さんが千代ちゃんを連れて帰ってきて、千代ちゃんに手足を洗わせたことを覚えている。,8.987540245056152,0.999969482421875
12,本文,その頃、この辺の家の井戸はみな釣瓶式であった。,0.0,0.0
13,本文,中学の三年生であった兄も私も、家を失ったことをそれほど悲しんではいなかった。,6.894947052001953,0.9952710270881653
14,本文,寧ろ私にはそれまで知らなかった人達とする雑居生活がめずらしかった。,0.0,0.0
15,本文,女の同胞のなかった私には同じ年頃の千代ちゃんと朝夕を共にすることがめずらしかった。,0.0,0.0
16,本文,千代ちゃんも私と同じような気持らしかった。,0.0,0.0
17,本文,しばらくは忙しい活気のある日々がつづいた。,8.413698196411133,0.9998663663864136
18,本文,朝鮮人が井戸の中に毒を入れて廻っているという噂がつたわってきたりした。,0.0,0.0
19,本文,罹災者に玄米や罐詰の配給があった。,0.0,0.0
20,本文,この辺ではそのつど梅若神社の境内に罹災者をあつめてその配給をした。,0.0,0.0
21,本文,兄は配給の行列に並ぶのを嫌がるような年頃だったので、私と千代ちゃんがそれぞれ家族を代表して出かけた。,8.692862510681152,0.9999421834945679
22,本文,帰ってきてから私達は醤油の空壜に玄米を入れて、壜の口から棒をさし込んで搗いた。,8.552765846252441,0.9999121427536011
23,本文,この辺は土地が低く近くに蓮田などもあって湿気があるので、また雨が降りつづくとすぐ水が出るので、隠居所は中二階ほどの高さに建ててある。,0.0,0.0
24,本文,縁側から庭に下りるためには取外しの出来る階段がとりつけてある。,0.0,0.0
25,本文,私達は階段に腰かけて、玄米搗きをした。,6.306406021118164,0.9925493001937866
26,本文,千代ちゃんと二人でしていると、その根気のいる仕事が私には少しも退屈でなかった。,9.061751365661621,0.9999885559082031
27,本文,隠居所の井戸の釣瓶縄が切れて使えない間、二人して近くの共同井戸へ水を汲みに行ったこともあった。,6.824963569641113,0.994364857673645
28,本文,私の兄と一緒に三人で遊ぶこともあったが、やはり二人だけで遊ぶことの方が多かった。,0.0,0.0
29,本文,梅若神社の祭日に、二人して夜店を見に行ったが、私達は近所の子供達にからかわれた。,0.0,0.0
