,type,text,logit_score,pred_score
0,本文,ネルロとパトラッシュ――この二人はさびしい身の上同志でした。,7.31015682220459,0.9999819993972778
1,本文,ふたりともこの世に頼るものなく取り残されたひとりぼっち同志ですから、その仲のいいことは言うまでもありません。,0.0,0.0
2,本文,いや、「仲がいい」くらいな言葉では言いあらわせません。,0.0,0.0
3,本文,兄弟でもこれほど愛し合っている者はまずないでしょう。,7.345205307006836,0.9999780654907227
4,本文,ほんとにこれ以上の親しさはかんがえられないほどの間柄でした。,7.30715274810791,0.9999632835388184
5,本文,しかも、ふたり、と言っても人間同志ではないのです。,0.0,0.0
6,本文,ネルロは、フランスとベルギーの境を流れるムーズ河の畔の田舎町アンデルスに生れた少年。,3.6516435146331787,0.9645875692367554
7,本文,パトラッシュは、フランダース産の大きな犬なのです。,5.656678199768066,0.9982049465179443
8,本文,このふたりは、年数から言ったら、いわゆるおなじ年ですが、一方はまだあどけない子供ですのに、一方はすでに老犬の部類に入っています。,0.0,0.0
9,本文,ふたりが友達になったそもそものはじまりは、お互いに同情し合ったのがもとで、日を経るにしたがって、その気持はますます深まり、今ではもう切っても切れない親しさにむすびついてしまいました。,7.482440948486328,0.9999852180480957
10,本文,村はずれの小さな小舎、それがふたりの家でした。,3.062835454940796,0.5378606915473938
11,本文,この村というのは、ベルギーの首府アントワープから一里半ばかり離れたフランダースの一村落で、まわりには麦畑や牧場が広々とつらなっていて、その平野を貫ぬく大きな運河の岸には、ポプラや赤揚樹の長い並木が、そよそよ吹く微風にさえ枝をゆすぶっていました。,7.159799575805664,0.9999735355377197
12,本文,村には家屋敷がおよそ二十ばかり、その鎧戸は、みんな明るい緑色か、青空そのままの色に塗られ、屋根は、多くは紅い薔薇色、または黒と白のまだらに塗られていました。,0.0,0.0
13,本文,壁は雪のように真白で、太陽に輝いている時は目がいたくなるほどでした。,7.1486711502075195,0.9999607801437378
14,本文,村の中央には、苔むした土手の上に風車がそびえ立っています。,0.0,0.0
15,本文,この風車はこの辺一帯の低地の目標ともなっているものでした。,7.166962623596191,0.9999749660491943
16,本文,ずっとずっと昔、この風車は翼も何もかもすっかり真紅に塗られたこともありました。,7.123882293701172,0.9999723434448242
17,本文,が今はもうその燃えるような赤い色も風雨にさらされて汚なく色あせてしまい、まわり具合も、よぼよぼのおじいさんのように、止ったり、動いたり、という有様になってしまいました。,-7.6344895362854,-0.9999617338180542
18,本文,とは言えまだこの辺の人達の麦搗の役は充分足しています。,0.0,0.0
19,本文,この風車と向き合って古ぼけた小さな教会堂が建っています。,-3.51375412940979,-0.9889112710952759
20,本文,その細長い塔の上の鐘は、朝に夕に、静かな、かなしげな音をひびかせるのでした。,6.540030479431152,0.9998351335525513
21,本文,東北の方広々とした平野の彼方にはアントワープの旧教寺院の尖った塔が、そびえ立っているのが望まれました。,0.0,0.0
22,本文,平野にははてしもなくあおやかな穀物の畑がひろがって、まるで一面海のようでした。,-3.65834641456604,-0.9729483723640442
23,本文,さて、その村はずれの小屋の主人というのは、大へん年とった、そして大へん貧乏で、ジェハン・ダアズというおじいさんでした。,0.0,0.0
24,本文,このおじいさんも、ずっと以前は軍人で、あのナポレオンの大軍がこのベルギーに攻め入って来た時には、戦いに出た経歴も持っています。,7.349320411682129,0.9999810457229614
