type,text
本文,おせいの坐っている左手に、三尺程の高窓が、広く往来に向いて開いていた。
本文,そこから、折々、まるで川風のようにしめりを含んだ涼しい風が、流れて来る。
本文,「まあ、いい風」
本文,彼女は、首をめぐらして、軒端に近く、房々と葉を垂れている大きな柳を眺めながら、いずまいをなおして、ぱたぱた団扇を動した。
本文,狭い六畳の座敷には、暑苦しい電燈の光がいっぱいに漲っている。
本文,火のない長火鉢の傍の食卓には、食べちらした鮓の大皿や小皿が二三の盃とともにのっている。
本文,柱よりにくつろいで坐ったおせいの前にも、夫やこの家の主人の前にあると同様な、九谷焼の小盃が置かれていた。
本文,八分めにつがれた酒の色は、黒っぽい猪口のなかで、微に灯をてりかえす。
本文,――長い間、手もつけられずにあったと見え、とろりと輝いた液体の面には、見えない塵が浮動している。
本文,酒が始ってからざっと三時間、おせいは、ふえも減りもしない小盃を前に据えたまま、時々鮓をつまんだり、団扇を使ったりして、ひそかな退屈を紛らしているのである。
本文,ひとふきの涼風で、彼女は物懶い瞼も冴え冴えと、甦るような心持がした。
本文,「いい風ですことね。
本文,御近所に川でもありますの？」
本文,彼女の斜向いで、夫の健介や主人の小関に団扇の風を送っている妻のおふゆに訊いた。
本文,「いいえ、川なんかずっと遠方なんですよ。
本文,でも、いい風でしょう、仕様のない家だけれども、こればっかりがとり得ですのよ」
本文,「なに？風ですか」
本文,小関は、食卓に盃を置きながら、酒ほてりの顔を、彼女等に向けた。
本文,「ええ、いい風が来るって云っておりましたの」
本文,「はははは。
本文,風がお気に入るとは面白いね。
本文,まあ、せっかく来て下すっても、何のお愛想もないから、せいぜい涼んででもおいでなすって下さい。
本文,……どうです健介さん」
本文,主人は、銚子をとりあげながら、健介の方に向きなおった。
本文,「貴方はいいでしょう。
本文,まさか、奥さんが涼むから、おれも涼まなきゃあいやだという訳でもありますまい。
本文,さあ、どうです」
本文,健介は、まだ酒ののこっている盃をかばいながら、当惑そうに笑った。
本文,「僕はほんとにいけないんですよ。
本文,遠慮でも何でもないんだから、どうぞかまわず御自由になすって下さい」
本文,「ほんとですか？」
本文,小関は、おどけた様子で疑わしそうに、ちろちろ健介とおせいの方とを見較べた。
本文,「うそじゃあありませんのですよ」
本文,笑いながら、おせいも傍から言葉を添えた。
本文,「ほんとにうちでも不調法なんです」
