type,text
本文,裏のくぬぎ林のあっちをゴーゴーと二番の上りが通った。
本文,とめはいそいで自分のたべた飯茶碗を流しの小桶の中へつけると、野良着へ手拭をしっかりかぶって、土間から自転車をひき出した。
本文,「もう行くか」
本文,「ああ」
本文,炉ぶちのむしろから、年はそうよってないのに腰のかがんだ親父の市次が立って来て、心配そうに云った。
本文,「――めったと皆の衆の前さ、目え立つようなところさツン出るでねえゾ、ええか！」
本文,市次は組合へ入ってる癖に引こみ思案で、小作争議の応援になんぞにはどうしても出たがらない。
本文,俺ア年だで、皆の衆やってくんろと尻ごみするのだ。
本文,マンノーをくくりつけた自転車を往還まで押し出すと、とめはペダルへ片足かけヒラリと身軽くとびのった。
本文,鶏がびっくりして、コッコッコッとわきの草むらへかけ込む。
本文,朝の早い野良道をずっとずっと遠くなっても、自転車にのって行く元気なとめの、赤い前垂の紐の色が見えた。
本文,×元村の深田と云えば、有名な強慾地主だ。
本文,去年の夏、明治二十何年とかに入れた証文に物を云わせ、小作の権太郎の家の大けやきを伐らせちまったのも深田だ。
本文,権太郎の息子が組合員だし働きものでしっかりしている。
本文,息子のいた間は深田も手を出さなかった。
本文,が、それが兵隊にとられたとなると、日本刀のぬき身をさげた暴力団を五人もひっぱって来てよぼよぼの権太郎を脅しつけた。
本文,そして、材木にすれば、証文の何倍というねうちの大けやきを根元から伐らせた。
本文,同じ深田の小作人が、八人連名で小作料五割減の要求をつきつけた。
本文,おいそれと云うことなんかきく深田でないことはわかっている。
本文,豊年飢饉でこまるのは貴様らばかりか世帯のでかいだけ地主も困るんだ。
本文,土地をかしてやって田を作らしてやっているのに文句を云うな、と小作料五割まけろの要求書に名前を書いた一人一人の家へ手代がやって来て、おどしたりすかしたりした。
本文,小作連は洒落や冗談で争議を起したんじゃない。
本文,すぐ全農東京府連の××村支部へ指導をもとめて来た。
本文,深田とのかけ合いは、組合のさしずでガンバッて来たのだ。
本文,おどしがきかないと分ると、深田は土地取上げで、やって来るという情報が組合に入った。
本文,そうとなれば、共同耕作で向って行くしかない。
本文,土地をとられて小作はどうして食って行けるのだ！
本文,今日のようなとき弟の勝がいれば、真先にマンノー担いで勇ましく共同耕作にも出てくれる。
本文,その勝は、権太郎の息子といっしょにとられている。
本文,だからとめが、娘ながら甲斐甲斐しい野良姿で自転車をとばして行くところなのだ。
本文,×元村の組合員豊治の家まで行って見ると軒下に自転車がもう何台もたてかけてある。
本文,「マア、とめちゃん！よく来てくれたなあ」
本文,やっぱり野良着のアヤがかけよって来て自転車からマンノーをとくのを手伝った。
本文,「今日は、甚さのかみさんまで来てるヨ。
