type,text
本文,ルイザは、天気にも、教父にも、または夫のハンスに対しても、ちっとも苦情を云うべきことのないのは知っていた。
本文,自分達位の身分の者で、村の誰があんな行届いた洗礼式を、息子に受けさせてやったろう。
本文,四月の第二日曜のその朝、天気は申し分のない麗らかさであった。
本文,暖い溶けるような日の色といい、爽やかな浮立つような微風といい。
本文,彼女は、ハンスと婚礼した時からの思い通り、由緒ある伊太利亜レースの肩掛にフランツを包んで、教会に行った。
本文,ハンスは気張って、きまりの献金のほかに、打紐で飾った二本の大蝋燭と見事な花束とを聖壇に捧げた。
本文,教父は至極懇ろであった。
本文,丁寧にフランツの頭に聖水を灌ぎ「主の忠実なる僕、ハンス・ゲオルグ・ヨーストの一家に恵深き幸運を授け給え」と、祈祷書にない文句さえ、足して称えてくれたのではあるけれども、ルイザは、教会からの帰り、見晴しのよいだらだら坂を、滅入った心持で下りた。
本文,彼女には、仕立屋のカールが、不意とフランツをあやすのをやめた、そのやめかたが気になっていた。
本文,郵便局の細君が、フランツのくるまっているレースをことさらに褒めた。
本文,その褒めかたがルイザの心持を曇らせたのであった。
本文,彼等が、小ざっぱりとした安息日の盛装で教会の広場に現われると、真先に見つけて近づいて来たのは仕立屋のカールであった。
本文,彼は、のしのしと大股に近づいて来た。
本文,そして腕を振り廻してハンスと握手した。
本文,「どうだね」
本文,彼は、酒肥りのした厚い瞼の間から、じろりとルイザの抱いているものの方を見た。
本文,「男かね、女かね」
本文,ハンスは、口のまわりに微かにばつの悪そうな表情を浮べながら低く答えた。
本文,「男の子だ。
本文,――親父の名を貰ってやったさ」
本文,「ほう！男とはうまいことをやりおった。
本文,せっせと金箱を重くしても、娘っ子に攫われちゃあ始らないからな」
本文,仕立屋のカールは、ルイザの方へやって来た。
本文,ルイザは初めての児を褒められた嬉しさに、自分の方から膝をかがめて挨拶した。
本文,「どれどれ、一寸のぞかせて下さい。
本文,儂でもこれで三人孫をあやして呼吸は知っているよ」
本文,ルイザは、フランツの額の上からレースをどけて顔全体がよく見えるようにした。
本文,カールは、大儀そうに腰をかがめ、キ、キ、キ、と舌を巻きあげながら、年寄らしい愛嬌をふり撒いた。
本文,「ふむ、なかなかよい児だ。
本文,男になれよ」
本文,が、彼はふと訝しそうに眼をルイザの顔に移した。
本文,ルイザは彼が何か云うのかと思った。
本文,ところが、仕立屋はそのまままたさりげなく嬰児を覗き込んだが、今度はほんのお義理で、ちょいちょいとフランツの頬を突つくと、さっさと、一言の挨拶もなく男達の群に戻って行ってしまった。
本文,ルイザは、鋭い痛みが、胸の真中を刺しとおしたように感じた。
本文,何という変な爺さんなのだろう。
本文,程なく、ルイザの囲りは新たに賑やかになって来た。
本文,彼女のまわりでは、女達の白い大頭巾が彼方此方に揺れ、絶間ない話し声が漣のように拡った。
本文,そのうち誰か一人が、後を振向いて一寸傍によった。
本文,その前に喋っていた女は言葉を切ってその方を見、途をあけた。
本文,ルイザが縫物を習ったことのある配便局の細君が、まるで町風に派手な帽子をつけ、踵の高い靴を耀かせてやって来たのであった。
本文,郵便局の細君は、ルイザに近よりきらないうちから誰よりも大きな声で話し出した。
